id,time,會計年度,款,項,目,節,預算科目編號,預算科目名稱,分計畫編號,分計畫名稱,用途別編號,用途別名稱,原預算數,預算追加減數,動支第一預備金數,動支第二預備金數,經費流用數,預算調整數,預算增減數小計,預算數合計1,實現數,應付數,保留數,決算數合計2,預決算比較增減數,決算數占預算數之比率
201,107,107,,,03,,3202010300-8,國家慶典,,,,,"15,614,000",0,0,0,0,0,0,"15,614,000","15,587,925",0,0,"15,587,925","-26,075",99.83
201,107,107,,,,,02,業務費,,,0200,業務費,"15,614,000",0,0,0,0,0,0,"15,614,000","15,587,925",0,0,"15,587,925","-26,075",99.83
201,107,107,,,04,,3202010400-2,研究發展,,,,,"6,861,000",0,0,0,0,0,0,"6,861,000","5,541,206",0,0,"5,541,206","-1,319,794",80.76
201,107,107,,,,01,3202010401-5,國家發展研究及諮詢,,,,,"6,861,000",0,0,0,0,0,0,"6,861,000","5,541,206",0,0,"5,541,206","-1,319,794",80.76
201,107,107,,,,,02,業務費,,,0200,業務費,"6,861,000",0,0,0,0,0,0,"6,861,000","5,541,206",0,0,"5,541,206","-1,319,794",80.76
201,107,107,,,05,,3202010500-7,新聞發布,,,,,"10,194,000",0,0,0,0,0,0,"10,194,000","6,642,769",0,"2,760,000","9,402,769","-791,231",92.24
201,107,107,,,,,02,業務費,,,0200,業務費,"10,194,000",0,0,0,0,0,0,"10,194,000","6,642,769",0,"2,760,000","9,402,769","-791,231",92.24
201,107,107,,,06,,3202010600-1,卸任禮遇,,,,,"23,755,000",0,"2,373,000",0,0,0,"2,373,000","26,128,000","23,763,973",0,"2,362,945","26,126,918","-1,082",100.00
201,107,107,,,,,01,人事費,,,0100,人事費,"8,405,000",0,0,0,0,0,0,"8,405,000","8,404,800",0,0,"8,404,800",-200,100.00
201,107,107,,,,,02,業務費,,,0200,業務費,"15,350,000",0,"2,373,000",0,0,0,"2,373,000","17,723,000","15,359,173",0,"2,362,945","17,722,118",-882,100.00
201,107,107,,,07,,3202010800-0,公報編印及印信勳章鑄造,,,,,"5,402,000",0,0,0,0,0,0,"5,402,000","4,781,450",0,0,"4,781,450","-620,550",88.51
201,107,107,,,,,02,業務費,,,0200,業務費,"5,402,000",0,0,0,0,0,0,"5,402,000","4,781,450",0,0,"4,781,450","-620,550",88.51
201,107,107,,,08,,3202019800-0,第一預備金,,,,,"2,373,000",0,"-2,373,000",0,0,0,"-2,373,000",0,0,0,0,0,0,
201,107,107,,,,,09,預備金,,,0900,預備金,"2,373,000",0,"-2,373,000",0,0,0,"-2,373,000",0,0,0,0,0,0,
201,107,107,02,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,,,"5,687,750",0,0,0,0,0,0,"5,687,750","5,687,750",0,0,"5,687,750",0,100.00
201,107,107,,,,,01,人事費,,,0100,人事費,"5,687,750",0,0,0,0,0,0,"5,687,750","5,687,750",0,0,"5,687,750",0,100.00
201,107,107,,,,,　經常門小計,,,,,,"5,687,750",0,0,0,0,0,0,"5,687,750","5,687,750",0,0,"5,687,750",0,100.00
201,107,107,05,,,,6806205800-3,"早期退休公教人員生活困難照
護金",,,,,"279,000",0,0,0,0,0,0,"279,000","279,000",0,0,"279,000",0,100.00
201,107,107,,,,,04,獎補助費,,,0400,獎補助費,"279,000",0,0,0,0,0,0,"279,000","279,000",0,0,"279,000",0,100.00
201,107,107,05,,,,7506205300-0,公務人員退休撫卹給付,,,,,"85,228,389",0,0,0,0,0,0,"85,228,389","85,228,389",0,0,"85,228,389",0,100.00
201,107,107,,,,,01,人事費,,,0100,人事費,"85,228,389",0,0,0,0,0,0,"85,228,389","85,228,389",0,0,"85,228,389",0,100.00
201,107,107,,,,,　經常門小計,,,,,,"85,507,389",0,0,0,0,0,0,"85,507,389","85,507,389",0,0,"85,507,389",0,100.00
201,107,107,27,,,,3277013200-0,調整軍公教人員待遇準備,,,,,"13,307,380",0,0,0,0,0,0,"13,307,380","13,307,380",0,0,"13,307,380",0,100.00
201,107,107,,,,,01,人事費,,,0100,人事費,"13,307,380",0,0,0,0,0,0,"13,307,380","13,307,380",0,0,"13,307,380",0,100.00
201,107,107,27,,,,7577017500-7,調整軍公教人員待遇準備,,,,,"3,015,326",0,0,0,0,0,0,"3,015,326","3,015,326",0,0,"3,015,326",0,100.00
201,107,107,,,,,01,人事費,,,0100,人事費,"3,015,326",0,0,0,0,0,0,"3,015,326","3,015,326",0,0,"3,015,326",0,100.00
201,107,107,,,,,　經常門小計,,,,,,"16,322,706",0,0,0,0,0,0,"16,322,706","16,322,706",0,0,"16,322,706",0,100.00
201,107,107,,,,,統籌科目小計,,,,,,"107,517,845",0,0,0,0,0,0,"107,517,845","107,517,845",0,0,"107,517,845",0,100.00
201,107,107,,,,,合計,,,,,,"1,028,099,845",0,0,0,0,0,0,"1,028,099,845","989,332,366",0,"13,632,196","1,002,964,562","-25,135,283",97.56
201,108,108,01,,,,0002000000-8,總統府主管,,,,,"973,467,000",0,0,"5,510,000",0,0,"5,510,000","978,977,000","942,942,345",0,"13,014,142","955,956,487","-23,020,513",97.65
201,108,108,,,,,　經常門小計,,,,,,"931,056,000",0,"-2,491,000","5,510,000","-3,991,313",0,"-972,313","930,083,687","904,097,818",0,"2,976,756","907,074,574","-23,009,113",97.53
201,108,108,,,,,　資本門小計,,,,,,"42,411,000",0,"2,491,000",0,"3,991,313",0,"6,482,313","48,893,313","38,844,527",0,"10,037,386","48,881,913","-11,400",99.98
201,108,108,,01,,,0002010000-4,總統府,,,,,"973,467,000",0,0,"5,510,000",0,0,"5,510,000","978,977,000","942,942,345",0,"13,014,142","955,956,487","-23,020,513",97.65
201,108,108,,,,,　經常門小計,,,,,,"931,056,000",0,"-2,491,000","5,510,000","-3,991,313",0,"-972,313","930,083,687","904,097,818",0,"2,976,756","907,074,574","-23,009,113",97.53
201,108,108,,,,,　資本門小計,,,,,,"42,411,000",0,"2,491,000",0,"3,991,313",0,"6,482,313","48,893,313","38,844,527",0,"10,037,386","48,881,913","-11,400",99.98
201,108,108,,,01,,3202010100-9,一般行政,,,,,"839,052,000",0,0,0,"-3,991,313",0,"-3,991,313","835,060,687","816,187,087",0,0,"816,187,087","-18,873,600",97.74
201,108,108,,,,,01,人事費,,,0100,人事費,"627,852,000",0,0,0,0,0,0,"627,852,000","623,396,914",0,0,"623,396,914","-4,455,086",99.29
201,108,108,,,,,02,業務費,,,0200,業務費,"210,234,000",0,0,0,"-3,991,313",0,"-3,991,313","206,242,687","191,959,673",0,0,"191,959,673","-14,283,014",93.07
201,108,108,,,,,04,獎補助費,,,0400,獎補助費,"966,000",0,0,0,0,0,0,"966,000","830,500",0,0,"830,500","-135,500",85.97
201,108,108,,,01,,3202010100-9*,一般行政,,,,,"42,411,000",0,"2,491,000",0,"3,991,313",0,"6,482,313","48,893,313","38,844,527",0,"10,037,386","48,881,913","-11,400",99.98
201,108,108,,,,,03,設備及投資,,,0300,設備及投資,"42,411,000",0,"2,491,000",0,"3,991,313",0,"6,482,313","48,893,313","38,844,527",0,"10,037,386","48,881,913","-11,400",99.98
201,108,108,,,02,,3202010200-3,國務機要,,,,,"30,000,000",0,0,0,0,0,0,"30,000,000","29,820,082",0,0,"29,820,082","-179,918",99.40
201,108,108,,,,,02,業務費,,,0200,業務費,"30,000,000",0,0,0,0,0,0,"30,000,000","29,820,082",0,0,"29,820,082","-179,918",99.40
201,108,108,,,03,,3202010300-8,國家慶典,,,,,"15,805,000",0,0,0,0,0,0,"15,805,000","15,681,779",0,0,"15,681,779","-123,221",99.22
201,108,108,,,,,02,業務費,,,0200,業務費,"15,805,000",0,0,0,0,0,0,"15,805,000","15,681,779",0,0,"15,681,779","-123,221",99.22
201,108,108,,,04,,3202010400-2,研究發展,,,,,"6,724,000",0,0,0,0,0,0,"6,724,000","5,694,078",0,0,"5,694,078","-1,029,922",84.68
201,108,108,,,,01,3202010401-5,國家發展研究及諮詢,,,,,"6,724,000",0,0,0,0,0,0,"6,724,000","5,694,078",0,0,"5,694,078","-1,029,922",84.68
201,108,108,,,,,02,業務費,,,0200,業務費,"6,724,000",0,0,0,0,0,0,"6,724,000","5,694,078",0,0,"5,694,078","-1,029,922",84.68
201,108,108,,,05,,3202010500-7,新聞發布,,,,,"7,353,000",0,0,0,0,0,0,"7,353,000","6,788,752",0,0,"6,788,752","-564,248",92.33
201,108,108,,,,,02,業務費,,,0200,業務費,"7,353,000",0,0,0,0,0,0,"7,353,000","6,788,752",0,0,"6,788,752","-564,248",92.33
201,108,108,,,06,,3202010600-1,卸任禮遇,,,,,"22,508,000",0,0,"5,510,000",0,0,"5,510,000","28,018,000","24,936,970",0,"2,976,756","27,913,726","-104,274",99.63
201,108,108,,,,,01,人事費,,,0100,人事費,"8,658,000",0,0,0,0,0,0,"8,658,000","8,656,944",0,0,"8,656,944","-1,056",99.99
201,108,108,,,,,02,業務費,,,0200,業務費,"13,850,000",0,0,"5,510,000",0,0,"5,510,000","19,360,000","16,280,026",0,"2,976,756","19,256,782","-103,218",99.47
201,108,108,,,07,,3202010800-0,公報編印及印信勳章鑄造,,,,,"6,741,000",0,0,0,0,0,0,"6,741,000","4,989,070",0,0,"4,989,070","-1,751,930",74.01
201,108,108,,,,,02,業務費,,,0200,業務費,"6,741,000",0,0,0,0,0,0,"6,741,000","4,989,070",0,0,"4,989,070","-1,751,930",74.01
201,108,108,,,08,,3202019800-0,第一預備金,,,,,"2,873,000",0,"-2,491,000",0,0,0,"-2,491,000","382,000",0,0,0,0,"-382,000",0.00
201,108,108,,,,,09,預備金,,,0900,預備金,"2,873,000",0,"-2,491,000",0,0,0,"-2,491,000","382,000",0,0,0,0,"-382,000",0.00
201,108,108,02,,,,8903304500-4,"婚喪生育、子女教育及低薪配
套補助",,,,,"6,050,031",0,0,0,0,0,0,"6,050,031","6,050,031",0,0,"6,050,031",0,100.00
201,108,108,,,,,01,人事費,,,0100,人事費,"6,050,031",0,0,0,0,0,0,"6,050,031","6,050,031",0,0,"6,050,031",0,100.00
201,108,108,,,,,　經常門小計,,,,,,"6,050,031",0,0,0,0,0,0,"6,050,031","6,050,031",0,0,"6,050,031",0,100.00
201,108,108,05,,,,6806205800-3,"早期退休公教人員生活困難照
護金",,,,,"297,000",0,0,0,0,0,0,"297,000","297,000",0,0,"297,000",0,100.00
201,108,108,,,,,04,獎補助費,,,0400,獎補助費,"297,000",0,0,0,0,0,0,"297,000","297,000",0,0,"297,000",0,100.00
201,108,108,05,,,,7506205300-0,公務人員退休撫卹給付,,,,,"85,351,604",0,0,0,0,0,0,"85,351,604","85,351,604",0,0,"85,351,604",0,100.00
201,108,108,,,,,01,人事費,,,0100,人事費,"85,351,604",0,0,0,0,0,0,"85,351,604","85,351,604",0,0,"85,351,604",0,100.00
201,108,108,,,,,　經常門小計,,,,,,"85,648,604",0,0,0,0,0,0,"85,648,604","85,648,604",0,0,"85,648,604",0,100.00
201,108,108,,,,,統籌科目小計,,,,,,"91,698,635",0,0,0,0,0,0,"91,698,635","91,698,635",0,0,"91,698,635",0,100.00
201,108,108,,,,,合計,,,,,,"1,065,165,635",0,0,"5,510,000",0,0,"5,510,000","1,070,675,635","1,034,640,980",0,"13,014,142","1,047,655,122","-23,020,513",97.85
201,109,109,1,,,,0002000000-8,總統府主管,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,109,109,,1,,,0002010000-4,總統府,,,,,1004331000.00,0.00,0.00,23868000.00,0.00,0.00,23868000.00,1028199000.00,987004408.00,0.00,10301138.00,997305546.00,-30893454.00,97.00
201,109,109,,,,,經常門小計,,,,,,961162000.00,0.00,-2840000.00,23868000.00,-4659874.00,0.00,16368126.00,977530126.00,939411955.00,0.00,7224717.00,946636672.00,-30893454.00,96.84
201,109,109,,,,,資本門小計,,,,,,43169000.00,0.00,2840000.00,0.00,4659874.00,0.00,7499874.00,50668874.00,47592453.00,0.00,3076421.00,50668874.00,0.00,100.00
201,109,109,,,1,,3102010100-3,一般行政,,,,,833449000.00,0.00,0.00,23423000.00,-4659874.00,0.00,18763126.00,852212126.00,828038303.00,0.00,3405579.00,831443882.00,-20768244.00,97.56
201,109,109,,,,,10,人事費,,,1000,人事費,627852000.00,0.00,0.00,761000.00,0.00,0.00,761000.00,628613000.00,612461923.00,0.00,0.00,612461923.00,-16151077.00,97.43
201,109,109,,,,,20,業務費,,,2000,業務費,204631000.00,0.00,0.00,22662000.00,-4659874.00,0.00,18002126.00,222633126.00,214803880.00,0.00,3405579.00,218209459.00,-4423667.00,98.01
201,109,109,,,,,40,獎補助費,,,4000,獎補助費,966000.00,0.00,0.00,0.00,0.00,0.00,0.00,966000.00,772500.00,0.00,0.00,772500.00,-193500.00,79.97
201,109,109,,,1,,3102010100-3*,一般行政,,,,,43169000.00,0.00,2840000.00,0.00,4659874.00,0.00,7499874.00,50668874.00,47592453.00,0.00,3076421.00,50668874.00,0.00,100.00
201,109,109,,,,,30,設備及投資,,,3000,設備及投資,43169000.00,0.00,2840000.00,0.00,4659874.00,0.00,7499874.00,50668874.00,47592453.00,0.00,3076421.00,50668874.00,0.00,100.00
201,109,109,,,2,,3102010200-8,國務機要,,,,,30000000.00,0.00,0.00,0.00,0.00,0.00,0.00,30000000.00,29125106.00,0.00,867900.00,29993006.00,-6994.00,99.98
201,109,109,,,,,20,業務費,,,2000,業務費,30000000.00,0.00,0.00,0.00,0.00,0.00,0.00,30000000.00,29125106.00,0.00,867900.00,29993006.00,-6994.00,99.98
201,109,109,,,3,,3102010300-2,國家慶典,,,,,51141000.00,0.00,0.00,0.00,0.00,0.00,0.00,51141000.00,45578949.00,0.00,0.00,45578949.00,-5562051.00,89.12
201,109,109,,,,,10,人事費,,,1000,人事費,500000.00,0.00,0.00,0.00,0.00,0.00,0.00,500000.00,243669.00,0.00,0.00,243669.00,-256331.00,48.73
201,109,109,,,,,20,業務費,,,2000,業務費,50641000.00,0.00,0.00,0.00,0.00,0.00,0.00,50641000.00,45335280.00,0.00,0.00,45335280.00,-5305720.00,89.52
201,109,109,,,4,,3102010400-7,研究發展,,,,,8195000.00,0.00,0.00,0.00,0.00,0.00,0.00,8195000.00,6720184.00,0.00,0.00,6720184.00,-1474816.00,82.00
201,109,109,,,,1,3102010401-0,國家發展研究及諮詢,,,,,8195000.00,0.00,0.00,0.00,0.00,0.00,0.00,8195000.00,6720184.00,0.00,0.00,6720184.00,-1474816.00,82.00
201,109,109,,,,,20,業務費,,,2000,業務費,8195000.00,0.00,0.00,0.00,0.00,0.00,0.00,8195000.00,6720184.00,0.00,0.00,6720184.00,-1474816.00,82.00
201,109,109,,,5,,3102010500-1,新聞發布,,,,,7335000.00,0.00,0.00,0.00,0.00,0.00,0.00,7335000.00,7197941.00,0.00,0.00,7197941.00,-137059.00,98.13
201,109,109,,,,,20,業務費,,,2000,業務費,7335000.00,0.00,0.00,0.00,0.00,0.00,0.00,7335000.00,7197941.00,0.00,0.00,7197941.00,-137059.00,98.13
201,109,109,,,6,,3102010600-6,卸任禮遇,,,,,21967000.00,0.00,0.00,445000.00,0.00,0.00,445000.00,22412000.00,17763132.00,0.00,2019953.00,19783085.00,-2628915.00,88.27
201,109,109,,,,,10,人事費,,,1000,人事費,7767000.00,0.00,0.00,0.00,0.00,0.00,0.00,7767000.00,5400323.00,0.00,0.00,5400323.00,-2366677.00,69.53
201,109,109,,,,,20,業務費,,,2000,業務費,14200000.00,0.00,0.00,445000.00,0.00,0.00,445000.00,14645000.00,12362809.00,0.00,2019953.00,14382762.00,-262238.00,98.21
201,109,109,,,7,,3102010800-5,公報編印及印信勳章鑄造,,,,,6003000.00,0.00,0.00,0.00,0.00,0.00,0.00,6003000.00,4988340.00,0.00,931285.00,5919625.00,-83375.00,98.61
201,109,109,,,,,20,業務費,,,2000,業務費,6003000.00,0.00,0.00,0.00,0.00,0.00,0.00,6003000.00,4988340.00,0.00,931285.00,5919625.00,-83375.00,98.61
201,109,109,,,8,,3102019800-4,第一預備金,,,,,3072000.00,0.00,-2840000.00,0.00,0.00,0.00,-2840000.00,232000.00,0.00,0.00,0.00,0.00,-232000.00,0.00
201,109,109,,,,,60,預備金,,,6000,預備金,3072000.00,0.00,-2840000.00,0.00,0.00,0.00,-2840000.00,232000.00,0.00,0.00,0.00,0.00,-232000.00,0.00
201,109,109,2,,,,8903304500-4,"公教人員婚喪生育及子女教育
補助",,,,,6316016.00,0.00,0.00,0.00,0.00,0.00,0.00,6316016.00,6316016.00,0.00,0.00,6316016.00,0.00,100.00
201,109,109,,,,,10,人事費,,,1000,人事費,6316016.00,0.00,0.00,0.00,0.00,0.00,0.00,6316016.00,6316016.00,0.00,0.00,6316016.00,0.00,100.00
201,109,109,,,,,經常門小計,,,,,,6316016.00,0.00,0.00,0.00,0.00,0.00,0.00,6316016.00,6316016.00,0.00,0.00,6316016.00,0.00,100.00
201,109,109,5,,,,6306205800-6,"早期退休公教人員生活困難照
護金",,,,,333000.00,0.00,0.00,0.00,0.00,0.00,0.00,333000.00,333000.00,0.00,0.00,333000.00,0.00,100.00
201,109,109,,,,,40,獎補助費,,,4000,獎補助費,333000.00,0.00,0.00,0.00,0.00,0.00,0.00,333000.00,333000.00,0.00,0.00,333000.00,0.00,100.00
201,109,109,5,,,,7606205300-6,公務人員退休撫卹給付,,,,,80513630.00,0.00,0.00,0.00,0.00,0.00,0.00,80513630.00,80513630.00,0.00,0.00,80513630.00,0.00,100.00
201,109,109,,,,,10,人事費,,,1000,人事費,80513630.00,0.00,0.00,0.00,0.00,0.00,0.00,80513630.00,80513630.00,0.00,0.00,80513630.00,0.00,100.00
201,109,109,,,,,經常門小計,,,,,,80846630.00,0.00,0.00,0.00,0.00,0.00,0.00,80846630.00,80846630.00,0.00,0.00,80846630.00,0.00,100.00
201,109,109,,,,,統籌科目小計,,,,,,87162646.00,0.00,0.00,0.00,0.00,0.00,0.00,87162646.00,87162646.00,0.00,0.00,87162646.00,0.00,100.00
201,109,109,,,,,合計,,,,,,1091493646.00,0.00,0.00,23868000.00,0.00,0.00,23868000.00,1115361646.00,1074167054.00,0.00,10301138.00,1084468192.00,-30893454.00,97.23
201,110,110,1,,,,0002000000-8,總統府主管,,,,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
201,110,110,,1,,,0002010000-4,總統府,,,,,978916000.00,0.00,0.00,0.00,0.00,0.00,0.00,978916000.00,910765985.00,0.00,12503144.00,923269129.00,-55646871.00,94.32
201,110,110,,,,,經常門小計,,,,,,931814000.00,0.00,0.00,0.00,-6575704.00,0.00,-6575704.00,925238296.00,864552962.00,0.00,5315144.00,869868106.00,-55370190.00,94.02
