id,time,會計年度,月份,會計分類,項目,預算科目編號,預算科目名稱,分支計畫編號,分支計畫名稱,一級用途別編號,一級用途別名稱,經資門,支出實現數,加項_預付款,加項_材料,加項_存出保證金,加項_零用金,加項_退還收入預收款,加項_其他應收款,減項_以前年度撥款於本年度實現數,公庫撥入數,公庫分配數餘額
201,10902,109,02,1,,7606205300,公務人員退休撫卹給付,,,,,1,20389412,0,0,0,0,0,0,0,20389412,0
201,10902,109,02,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,305235,1405000,0,0,0,0,0,0,1710235,0
201,10902,109,02,1,以前年度,,,,,,,1,0,1776122,0,0,0,0,0,0,1776122,11238020
201,10902,109,02,1,一、以前年度應付(保留)數,,,,,,,1,0,1776122,0,0,0,0,0,0,1776122,11238020
201,10902,109,02,1,,3202010100,一般行政,,,,,2,0,0,0,0,0,0,0,0,0,10037386
201,10902,109,02,1,,3202010600,卸任禮遇,,,,,1,0,1776122,0,0,0,0,0,0,1776122,1200634
201,10902,109,02,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10903,109,03,1,本年度,,,,,,,1,315397450,4137522,0,0,500000,0,0,0,320034972,18001921
201,10903,109,03,1,一、本年度經費,,,,,,,1,286393157,3055922,0,0,500000,0,0,0,289949079,18001921
201,10903,109,03,1,,3102010100,一般行政,,,,,1,265587066,2570886,0,0,500000,0,0,0,268657952,12369048
201,10903,109,03,1,,3102010200,國務機要,,,,,1,10057600,300000,0,0,0,0,0,0,10357600,1802400
201,10903,109,03,1,,3102010300,國家慶典,,,,,1,3552896,0,0,0,0,0,0,0,3552896,2071104
201,10903,109,03,1,,3102010401,國家發展研究及諮詢,,,,,1,865903,185036,0,0,0,0,0,0,1050939,1580061
201,10903,109,03,1,,3102010500,新聞發布,,,,,1,1666013,0,0,0,0,0,0,0,1666013,161987
201,10903,109,03,1,,3102010600,卸任禮遇,,,,,1,4348169,0,0,0,0,0,0,0,4348169,5831
201,10903,109,03,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,315510,0,0,0,0,0,0,0,315510,11490
201,10903,109,03,1,二、統籌科目,,,,,,,1,29004293,1081600,0,0,0,0,0,0,30085893,0
201,10903,109,03,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,111000,0,0,0,0,0,0,0,111000,0
201,10903,109,03,1,,7606205300,公務人員退休撫卹給付,,,,,1,26966798,0,0,0,0,0,0,0,26966798,0
201,10903,109,03,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,1926495,1081600,0,0,0,0,0,0,3008095,0
201,10903,109,03,1,以前年度,,,,,,,1,2244515,0,0,0,0,0,0,0,2244515,10769627
201,10903,109,03,1,一、以前年度應付(保留)數,,,,,,,1,2244515,0,0,0,0,0,0,0,2244515,10769627
201,10903,109,03,1,,3202010100,一般行政,,,,,2,0,0,0,0,0,0,0,0,0,10037386
201,10903,109,03,1,,3202010600,卸任禮遇,,,,,1,2244515,0,0,0,0,0,0,0,2244515,732241
201,10903,109,03,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10904,109,04,1,本年度,,,,,,,1,379383503,3582546,0,0,500000,0,0,0,383466049,24793858
201,10904,109,04,1,一、本年度經費,,,,,,,1,342097596,3582546,0,0,500000,0,0,0,346180142,24793858
201,10904,109,04,1,,3102010100,一般行政,,,,,1,319072308,3122174,0,0,500000,0,0,0,322694482,15562518
201,10904,109,04,1,,3102010200,國務機要,,,,,1,10068600,300000,0,0,0,0,0,0,10368600,2191400
201,10904,109,04,1,,3102010300,國家慶典,,,,,1,3884469,0,0,0,0,0,0,0,3884469,5040531
201,10904,109,04,1,,3102010401,國家發展研究及諮詢,,,,,1,1578789,160372,0,0,0,0,0,0,1739161,1385839
201,10904,109,04,1,,3102010500,新聞發布,,,,,1,1780429,0,0,0,0,0,0,0,1780429,418571
201,10904,109,04,1,,3102010600,卸任禮遇,,,,,1,5156291,0,0,0,0,0,0,0,5156291,156709
201,10904,109,04,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,556710,0,0,0,0,0,0,0,556710,38290
201,10904,109,04,1,二、統籌科目,,,,,,,1,37285907,0,0,0,0,0,0,0,37285907,0
201,10904,109,04,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,111000,0,0,0,0,0,0,0,111000,0
201,10904,109,04,1,,7606205300,公務人員退休撫卹給付,,,,,1,33960392,0,0,0,0,0,0,0,33960392,0
201,10904,109,04,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,3214515,0,0,0,0,0,0,0,3214515,0
201,10904,109,04,1,以前年度,,,,,,,1,2686653,0,0,0,0,0,0,0,2686653,10327489
201,10904,109,04,1,一、以前年度應付(保留)數,,,,,,,1,2686653,0,0,0,0,0,0,0,2686653,10327489
201,10904,109,04,1,,3202010100,一般行政,,,,,2,0,0,0,0,0,0,0,0,0,10037386
201,10904,109,04,1,,3202010600,卸任禮遇,,,,,1,2686653,0,0,0,0,0,0,0,2686653,290103
201,10904,109,04,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10905,109,05,1,本年度,,,,,,,1,444138543,4875522,0,0,500000,0,0,0,449514065,43801061
201,10905,109,05,1,一、本年度經費,,,,,,,1,400415417,4875522,0,0,500000,0,0,0,405790939,43801061
201,10905,109,05,1,,3102010100,一般行政,,,,,1,371442320,4429979,0,0,500000,0,0,0,376372299,25365701
201,10905,109,05,1,,3102010200,國務機要,,,,,1,10083600,300000,0,0,0,0,0,0,10383600,2576400
201,10905,109,05,1,,3102010300,國家慶典,,,,,1,7560402,0,0,0,0,0,0,0,7560402,12151598
201,10905,109,05,1,,3102010401,國家發展研究及諮詢,,,,,1,2056201,145543,0,0,0,0,0,0,2201744,1656256
201,10905,109,05,1,,3102010500,新聞發布,,,,,1,1978008,0,0,0,0,0,0,0,1978008,685992
201,10905,109,05,1,,3102010600,卸任禮遇,,,,,1,6475966,0,0,0,0,0,0,0,6475966,1321034
201,10905,109,05,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,818920,0,0,0,0,0,0,0,818920,44080
201,10905,109,05,1,二、統籌科目,,,,,,,1,43723126,0,0,0,0,0,0,0,43723126,0
201,10905,109,05,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,111000,0,0,0,0,0,0,0,111000,0
201,10905,109,05,1,,7606205300,公務人員退休撫卹給付,,,,,1,40397611,0,0,0,0,0,0,0,40397611,0
201,10905,109,05,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,3214515,0,0,0,0,0,0,0,3214515,0
201,10905,109,05,1,以前年度,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10905,109,05,1,一、以前年度應付(保留)數,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10905,109,05,1,,3202010100,一般行政,,,,,2,9244917,0,0,0,0,0,0,0,9244917,792469
201,10905,109,05,1,,3202010600,卸任禮遇,,,,,1,2976756,0,0,0,0,0,0,0,2976756,0
201,10905,109,05,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10906,109,06,1,本年度,,,,,,,1,528770792,5503763,0,0,500000,0,0,0,534774555,58563804
201,10906,109,06,1,一、本年度經費,,,,,,,1,478269433,5503763,0,0,500000,0,0,0,484273196,58563804
201,10906,109,06,1,,3102010100,一般行政,,,,,1,433284349,3260570,0,0,500000,0,0,0,437044919,29652081
201,10906,109,06,1,,3102010200,國務機要,,,,,1,11513700,1999000,0,0,0,0,0,0,13512700,2647300
201,10906,109,06,1,,3102010300,國家慶典,,,,,1,20287351,0,0,0,0,0,0,0,20287351,20475649
201,10906,109,06,1,,3102010401,國家發展研究及諮詢,,,,,1,2409148,244193,0,0,0,0,0,0,2653341,1944659
201,10906,109,06,1,,3102010500,新聞發布,,,,,1,2232377,0,0,0,0,0,0,0,2232377,802623
201,10906,109,06,1,,3102010600,卸任禮遇,,,,,1,7441748,0,0,0,0,0,0,0,7441748,3014252
201,10906,109,06,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,1100760,0,0,0,0,0,0,0,1100760,27240
201,10906,109,06,1,二、統籌科目,,,,,,,1,50501359,0,0,0,0,0,0,0,50501359,0
201,10906,109,06,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,222000,0,0,0,0,0,0,0,222000,0
201,10906,109,06,1,,7606205300,公務人員退休撫卹給付,,,,,1,46995098,0,0,0,0,0,0,0,46995098,0
201,10906,109,06,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,3284261,0,0,0,0,0,0,0,3284261,0
201,10906,109,06,1,以前年度,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10906,109,06,1,一、以前年度應付(保留)數,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10906,109,06,1,,3202010100,一般行政,,,,,2,9244917,0,0,0,0,0,0,0,9244917,792469
201,10906,109,06,1,,3202010600,卸任禮遇,,,,,1,2976756,0,0,0,0,0,0,0,2976756,0
201,10906,109,06,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10907,109,07,1,本年度,,,,,,,1,626073215,3762780,0,0,500000,0,0,0,630335995,51460167
201,10907,109,07,1,一、本年度經費,,,,,,,1,568280053,3762780,0,0,500000,0,0,0,572542833,51460167
201,10907,109,07,1,,3102010100,一般行政,,,,,1,511037593,2787587,0,0,500000,0,0,0,514325180,27376820
201,10907,109,07,1,,3102010200,國務機要,,,,,1,13727300,731000,0,0,0,0,0,0,14458300,2101700
201,10907,109,07,1,,3102010300,國家慶典,,,,,1,28484732,0,0,0,0,0,0,0,28484732,14849268
201,10907,109,07,1,,3102010401,國家發展研究及諮詢,,,,,1,2612859,244193,0,0,0,0,0,0,2857052,2090948
201,10907,109,07,1,,3102010500,新聞發布,,,,,1,2515163,0,0,0,0,0,0,0,2515163,795837
201,10907,109,07,1,,3102010600,卸任禮遇,,,,,1,8570546,0,0,0,0,0,0,0,8570546,4181454
201,10907,109,07,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,1331860,0,0,0,0,0,0,0,1331860,64140
201,10907,109,07,1,二、統籌科目,,,,,,,1,57793162,0,0,0,0,0,0,0,57793162,0
201,10907,109,07,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,222000,0,0,0,0,0,0,0,222000,0
201,10907,109,07,1,,7606205300,公務人員退休撫卹給付,,,,,1,54064951,0,0,0,0,0,0,0,54064951,0
201,10907,109,07,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,3506211,0,0,0,0,0,0,0,3506211,0
201,10907,109,07,1,以前年度,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10907,109,07,1,一、以前年度應付(保留)數,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10907,109,07,1,,3202010100,一般行政,,,,,2,9244917,0,0,0,0,0,0,0,9244917,792469
201,10907,109,07,1,,3202010600,卸任禮遇,,,,,1,2976756,0,0,0,0,0,0,0,2976756,0
201,10907,109,07,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10908,109,08,1,本年度,,,,,,,1,699582895,6417787,0,0,500000,0,0,0,706500682,45125497
201,10908,109,08,1,一、本年度經費,,,,,,,1,635002636,5160867,0,0,500000,0,0,0,640663503,45125497
201,10908,109,08,1,,3102010100,一般行政,,,,,1,565827075,4628758,0,0,500000,0,0,0,570955833,28151167
201,10908,109,08,1,,3102010200,國務機要,,,,,1,14444300,300000,0,0,0,0,0,0,14744300,2215700
201,10908,109,08,1,,3102010300,國家慶典,,,,,1,37717771,0,0,0,0,0,0,0,37717771,6532229
201,10908,109,08,1,,3102010401,國家發展研究及諮詢,,,,,1,3418385,232109,0,0,0,0,0,0,3650494,1819506
201,10908,109,08,1,,3102010500,新聞發布,,,,,1,2671313,0,0,0,0,0,0,0,2671313,966687
201,10908,109,08,1,,3102010600,卸任禮遇,,,,,1,9280037,0,0,0,0,0,0,0,9280037,5421963
201,10908,109,08,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,1643755,0,0,0,0,0,0,0,1643755,18245
201,10908,109,08,1,二、統籌科目,,,,,,,1,64580259,1256920,0,0,0,0,0,0,65837179,0
201,10908,109,08,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,222000,0,0,0,0,0,0,0,222000,0
201,10908,109,08,1,,7606205300,公務人員退休撫卹給付,,,,,1,60852048,0,0,0,0,0,0,0,60852048,0
201,10908,109,08,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,3506211,1256920,0,0,0,0,0,0,4763131,0
201,10908,109,08,1,以前年度,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10908,109,08,1,一、以前年度應付(保留)數,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10908,109,08,1,,3202010100,一般行政,,,,,2,9244917,0,0,0,0,0,0,0,9244917,792469
201,10908,109,08,1,,3202010600,卸任禮遇,,,,,1,2976756,0,0,0,0,0,0,0,2976756,0
201,10908,109,08,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10909,109,09,1,本年度,,,,,,,1,773503282,19631942,0,0,500000,0,0,0,793635224,40442770
201,10909,109,09,1,一、本年度經費,,,,,,,1,702063008,17989222,0,0,500000,0,0,0,720552230,40442770
201,10909,109,09,1,,3102010100,一般行政,,,,,1,622922083,16010222,0,0,500000,0,0,0,639432305,25555695
201,10909,109,09,1,,3102010200,國務機要,,,,,1,15634565,1979000,0,0,0,0,0,0,17613565,3546435
201,10909,109,09,1,,3102010300,國家慶典,,,,,1,38965375,0,0,0,0,0,0,0,38965375,6271625
201,10909,109,09,1,,3102010401,國家發展研究及諮詢,,,,,1,4195004,0,0,0,0,0,0,0,4195004,2092996
201,10909,109,09,1,,3102010500,新聞發布,,,,,1,4718237,0,0,0,0,0,0,0,4718237,763
201,10909,109,09,1,,3102010600,卸任禮遇,,,,,1,13958309,0,0,0,0,0,0,0,13958309,2714691
201,10909,109,09,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,1669435,0,0,0,0,0,0,0,1669435,260565
201,10909,109,09,1,二、統籌科目,,,,,,,1,71440274,1642720,0,0,0,0,0,0,73082994,0
201,10909,109,09,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,333000,0,0,0,0,0,0,0,333000,0
201,10909,109,09,1,,7606205300,公務人員退休撫卹給付,,,,,1,67358538,35800,0,0,0,0,0,0,67394338,0
201,10909,109,09,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,3748736,1606920,0,0,0,0,0,0,5355656,0
201,10909,109,09,1,以前年度,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10909,109,09,1,一、以前年度應付(保留)數,,,,,,,2,12221673,0,0,0,0,0,0,0,12221673,792469
201,10909,109,09,1,,3202010100,一般行政,,,,,2,9244917,0,0,0,0,0,0,0,9244917,792469
201,10909,109,09,1,,3202010600,卸任禮遇,,,,,1,2976756,0,0,0,0,0,0,0,2976756,0
201,10909,109,09,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10910,109,10,1,本年度,,,,,,,1,877273125,6767543,0,0,500000,0,0,0,884540668,71428297
201,10910,109,10,1,一、本年度經費,,,,,,,1,797087960,6731743,0,0,500000,0,0,0,804319703,71428297
201,10910,109,10,1,,3102010100,一般行政,,,,,1,707124245,4998743,0,0,500000,0,0,0,712622988,50830012
201,10910,109,10,1,,3102010200,國務機要,,,,,1,19714764,1733000,0,0,0,0,0,0,21447764,6312236
201,10910,109,10,1,,3102010300,國家慶典,,,,,1,40595668,0,0,0,0,0,0,0,40595668,7142332
201,10910,109,10,1,,3102010401,國家發展研究及諮詢,,,,,1,4529514,0,0,0,0,0,0,0,4529514,2224486
201,10910,109,10,1,,3102010500,新聞發布,,,,,1,5162055,0,0,0,0,0,0,0,5162055,88945
201,10910,109,10,1,,3102010600,卸任禮遇,,,,,1,16372653,0,0,0,0,0,0,0,16372653,4323347
201,10910,109,10,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,3589061,0,0,0,0,0,0,0,3589061,506939
201,10910,109,10,1,二、統籌科目,,,,,,,1,80185165,35800,0,0,0,0,0,0,80220965,0
201,10910,109,10,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,333000,0,0,0,0,0,0,0,333000,0
201,10910,109,10,1,,7606205300,公務人員退休撫卹給付,,,,,1,73920384,0,0,0,0,0,0,0,73920384,0
201,10910,109,10,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,5931781,35800,0,0,0,0,0,0,5967581,0
201,10910,109,10,1,以前年度,,,,,,,2,12226412,0,0,0,0,0,0,0,12226412,787730
201,10910,109,10,1,一、以前年度應付(保留)數,,,,,,,2,12226412,0,0,0,0,0,0,0,12226412,787730
201,10910,109,10,1,,3202010100,一般行政,,,,,2,9249656,0,0,0,0,0,0,0,9249656,787730
201,10910,109,10,1,,3202010600,卸任禮遇,,,,,1,2976756,0,0,0,0,0,0,0,2976756,0
201,10910,109,10,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10911,109,11,1,本年度,,,,,,,1,948421316,2016801,0,0,500000,0,0,0,950938117,74145146
201,10911,109,11,1,一、本年度經費,,,,,,,1,861682853,1981001,0,0,500000,0,0,0,864163854,74145146
201,10911,109,11,1,,3102010100,一般行政,,,,,1,763054545,1681001,0,0,500000,0,0,0,765235546,56978454
201,10911,109,11,1,,3102010200,國務機要,,,,,1,24837930,300000,0,0,0,0,0,0,25137930,3022070
201,10911,109,11,1,,3102010300,國家慶典,,,,,1,42381560,0,0,0,0,0,0,0,42381560,6340440
201,10911,109,11,1,,3102010401,國家發展研究及諮詢,,,,,1,4769649,0,0,0,0,0,0,0,4769649,2505351
201,10911,109,11,1,,3102010500,新聞發布,,,,,1,5439096,0,0,0,0,0,0,0,5439096,192904
201,10911,109,11,1,,3102010600,卸任禮遇,,,,,1,17493292,0,0,0,0,0,0,0,17493292,4380708
201,10911,109,11,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,3706781,0,0,0,0,0,0,0,3706781,725219
201,10911,109,11,1,二、統籌科目,,,,,,,1,86738463,35800,0,0,0,0,0,0,86774263,0
201,10911,109,11,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,333000,0,0,0,0,0,0,0,333000,0
201,10911,109,11,1,,7606205300,公務人員退休撫卹給付,,,,,1,80436652,0,0,0,0,0,0,0,80436652,0
201,10911,109,11,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,5968811,35800,0,0,0,0,0,0,6004611,0
201,10911,109,11,1,以前年度,,,,,,,2,12226412,0,0,0,0,0,0,0,12226412,787730
201,10911,109,11,1,一、以前年度應付(保留)數,,,,,,,2,12226412,0,0,0,0,0,0,0,12226412,787730
201,10911,109,11,1,,3202010100,一般行政,,,,,2,9249656,0,0,0,0,0,0,0,9249656,787730
201,10911,109,11,1,,3202010600,卸任禮遇,,,,,1,2976756,0,0,0,0,0,0,0,2976756,0
201,10911,109,11,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10912,109,12,1,本年度,,,,,,,1,1074167054,0,0,0,0,0,0,0,1074167054,40962592
201,10912,109,12,1,一、本年度經費,,,,,,,1,987004408,0,0,0,0,0,0,0,987004408,40962592
201,10912,109,12,1,,3102010100,一般行政,,,,,1,875630756,0,0,0,0,0,0,0,875630756,27250244
201,10912,109,12,1,,3102010200,國務機要,,,,,1,29125106,0,0,0,0,0,0,0,29125106,874894
201,10912,109,12,1,,3102010300,國家慶典,,,,,1,45578949,0,0,0,0,0,0,0,45578949,5562051
201,10912,109,12,1,,3102010401,國家發展研究及諮詢,,,,,1,6720184,0,0,0,0,0,0,0,6720184,1474816
201,10912,109,12,1,,3102010500,新聞發布,,,,,1,7197941,0,0,0,0,0,0,0,7197941,137059
201,10912,109,12,1,,3102010600,卸任禮遇,,,,,1,17763132,0,0,0,0,0,0,0,17763132,4648868
201,10912,109,12,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,4988340,0,0,0,0,0,0,0,4988340,1014660
201,10912,109,12,1,二、統籌科目,,,,,,,1,87162646,0,0,0,0,0,0,0,87162646,0
201,10912,109,12,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,333000,0,0,0,0,0,0,0,333000,0
201,10912,109,12,1,,7606205300,公務人員退休撫卹給付,,,,,1,80513630,0,0,0,0,0,0,0,80513630,0
201,10912,109,12,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,6316016,0,0,0,0,0,0,0,6316016,0
201,10912,109,12,1,以前年度,,,,,,,2,12226412,0,0,0,0,0,0,0,12226412,787730
201,10912,109,12,1,一、以前年度應付(保留)數,,,,,,,2,12226412,0,0,0,0,0,0,0,12226412,787730
201,10912,109,12,1,,3202010100,一般行政,,,,,2,9249656,0,0,0,0,0,0,0,9249656,787730
201,10912,109,12,1,,3202010600,卸任禮遇,,,,,1,2976756,0,0,0,0,0,0,0,2976756,0
201,10912,109,12,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,11001,110,01,1,本年度,,,,,,,1,143562561,6718312,0,0,500000,0,0,0,150780873,46698909
201,11001,110,01,1,一、本年度經費,,,,,,,1,130516779,6718312,0,0,500000,0,0,0,137735091,46698909
201,11001,110,01,1,,3102010100,一般行政,,,,,1,122359241,4154312,0,0,500000,0,0,0,127013553,43904447
201,11001,110,01,1,,3102010200,國務機要,,,,,1,4892837,2537000,0,0,0,0,0,0,7429837,2000163
201,11001,110,01,1,,3102010300,國家慶典,,,,,1,2669835,0,0,0,0,0,0,0,2669835,430165
201,11001,110,01,1,,3102010401,國家發展研究及諮詢,,,,,1,25200,27000,0,0,0,0,0,0,52200,10800
201,11001,110,01,1,,3102010500,新聞發布,,,,,1,38370,0,0,0,0,0,0,0,38370,297630
201,11001,110,01,1,,3102010600,卸任禮遇,,,,,1,531296,0,0,0,0,0,0,0,531296,40704
201,11001,110,01,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,0,0,0,0,0,0,0,0,0,15000
201,11001,110,01,1,二、統籌科目,,,,,,,1,13045782,0,0,0,0,0,0,0,13045782,0
201,11001,110,01,1,,6306205800,早期退休公教人員生活困難照護金,,,,,1,111000,0,0,0,0,0,0,0,111000,0
201,11001,110,01,1,,7606205300,公務人員退休撫卹給付,,,,,1,12934782,0,0,0,0,0,0,0,12934782,0
201,11001,110,01,1,以前年度,,,,,,,1,0,0,0,0,0,0,0,0,0,10301138
201,11001,110,01,1,一、以前年度應付(保留)數,,,,,,,1,0,0,0,0,0,0,0,0,0,10301138
201,11001,110,01,1,,3102010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,6482000
201,11001,110,01,1,,3102010200,國務機要,,,,,1,0,0,0,0,0,0,0,0,0,867900
201,11001,110,01,1,,3102010600,卸任禮遇,,,,,1,0,0,0,0,0,0,0,0,0,2019953
201,11001,110,01,1,,3102010800,公報編印及印信勳章鑄造,,,,,1,0,0,0,0,0,0,0,0,0,931285
201,11001,110,01,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,11002,110,02,1,本年度,,,,,,,1,237146225,9304336,0,0,500000,0,0,0,246950561,18922036
201,11002,110,02,1,一、本年度經費,,,,,,,1,217854548,8073416,0,0,500000,0,0,0,226427964,18922036
201,11002,110,02,1,,3102010100,一般行政,,,,,1,207092404,4900376,0,0,500000,0,0,0,212492780,16548220
201,11002,110,02,1,,3102010200,國務機要,,,,,1,5843522,3041000,0,0,0,0,0,0,8884522,745478
201,11002,110,02,1,,3102010300,國家慶典,,,,,1,3506996,0,0,0,0,0,0,0,3506996,97004
201,11002,110,02,1,,3102010401,國家發展研究及諮詢,,,,,1,337220,27000,0,0,0,0,0,0,364220,283780
201,11002,110,02,1,,3102010500,新聞發布,,,,,1,236309,94200,0,0,0,0,0,0,330509,1097491
201,11002,110,02,1,,3102010600,卸任禮遇,,,,,1,796947,0,0,0,0,0,0,0,796947,82053
