id,time,會計年度,月份,會計分類,科目名稱,取得成本,以前年度累計折舊_長期投資評價,本年度資本資產成本變動_增加數,本年度資本資產成本變動_減少數,本年度累計折舊_長期投資評價變動數,期末帳面金額,備註
201,10601,106,01,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數210,950元＝屬預算執行增加數210,950元
2.設備及投資預算執行數210,950元＝本年度預算執行數210,950元
3.預算採購增加數210,950元＝設備及投資預算執行數210,950元。"
201,10601,106,01,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10601,106,01,2,140201土地改良物,0,0,0,0,0,0,
201,10601,106,01,2,140401房屋建築及設備,85805584,-61125790,0,0,-167975,24511819,
201,10601,106,01,2,140501機械及設備,136634152,-108245510,0,0,-752080,27636562,
201,10601,106,01,2,140601交通及運輸設備,127248256,-78885714,0,0,-765051,47597491,
201,10601,106,01,2,140701雜項設備,155478731,-123384162,210950,0,-605209,31700310,
201,10601,106,01,2,140801租賃資產,0,0,0,0,0,0,
201,10601,106,01,2,140901租賃權益改良,0,0,0,0,0,0,
201,10601,106,01,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10601,106,01,2,141101購建中固定資產,0,0,0,0,0,0,
201,10601,106,01,2,149901其他固定資產,0,0,0,0,0,0,
201,10601,106,01,2,150101遞耗資產,0,0,0,0,0,0,
201,10601,106,01,2,160101權利,31798,0,0,306,0,31492,
201,10601,106,01,2,160102電腦軟體,34796604,0,0,577162,0,34219442,
201,10601,106,01,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10601,106,01,2,160199其他無形資產,0,0,0,0,0,0,
201,10601,106,01,2,170201其他資本資產,0,0,0,0,0,0,
201,10602,106,02,2,13長期投資,0,0,0,0,0,0,"1.資本資產成本增加數271,350元＝屬預算執行增加數271,350元。
2.設備及投資預算執行數271,350元＝本年度預算執行數271,350元。
3.預算採購增加數271,350元＝設備及投資預算執行數271,350元。"
201,10602,106,02,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10602,106,02,2,140201土地改良物,0,0,0,0,0,0,
201,10602,106,02,2,140401房屋建築及設備,85805584,-61125790,0,0,-335950,24343844,
201,10602,106,02,2,140501機械及設備,136634152,-108245510,11500,61000,-1441773,26897369,
201,10602,106,02,2,140601交通及運輸設備,127248256,-78885714,0,404275,-1129870,46828397,
201,10602,106,02,2,140701雜項設備,155478731,-123384162,259850,880599,-342054,31131766,
201,10602,106,02,2,140801租賃資產,0,0,0,0,0,0,
201,10602,106,02,2,140901租賃權益改良,0,0,0,0,0,0,
201,10602,106,02,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10602,106,02,2,141101購建中固定資產,0,0,0,0,0,0,
201,10602,106,02,2,149901其他固定資產,0,0,0,0,0,0,
201,10602,106,02,2,150101遞耗資產,0,0,0,0,0,0,
201,10602,106,02,2,160101權利,31798,0,0,612,0,31186,
201,10602,106,02,2,160102電腦軟體,34796604,0,0,1154324,0,33642280,
201,10602,106,02,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10602,106,02,2,160199其他無形資產,0,0,0,0,0,0,
201,10602,106,02,2,170201其他資本資產,0,0,0,0,0,0,
201,10603,106,03,2,130101採權益法之股權投資,0,0,0,0,0,0,"1.資本資產成本增加數817,060元＝屬預算執行增加數817,060元。
2.設備及投資預算執行數1,694,7000元＝本年度預算執行數1,694,700元。 3.預算採購增加數817,060元，較設備及投資預算執行數1,694,7000元，減少877,640元，係因「新版全球資訊網」尚在開發階段，俟完成後始登載財產，惟依合約先行支付第1期款895,000元(開發費用20%)。另採購標籤印字機1台17,360元，財產管理單位已登財產，惟未及於3月份完成付款致減少877,640元。"
201,10603,106,03,2,130201非採權益法之股權投資,0,0,0,0,0,0,
201,10603,106,03,2,139901其他長期投資,0,0,0,0,0,0,
201,10603,106,03,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10603,106,03,2,140201土地改良物,0,0,0,0,0,0,
201,10603,106,03,2,140401房屋建築及設備,85805584,-61125790,0,0,-503925,24175869,
201,10603,106,03,2,140501機械及設備,136634152,-108245510,141688,632109,-1624838,26273383,
201,10603,106,03,2,140601交通及運輸設備,127248256,-78885714,67085,462445,-1837333,46129849,
201,10603,106,03,2,140701雜項設備,155478731,-123384162,608287,2123491,280495,30859860,
201,10603,106,03,2,140801租賃資產,0,0,0,0,0,0,
201,10603,106,03,2,140901租賃權益改良,0,0,0,0,0,0,
201,10603,106,03,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10603,106,03,2,141101購建中固定資產,0,0,0,0,0,0,
201,10603,106,03,2,149901其他固定資產,0,0,0,0,0,0,
201,10603,106,03,2,150101遞耗資產,0,0,0,0,0,0,
201,10603,106,03,2,160101權利,31798,0,0,918,0,30880,
201,10603,106,03,2,160102電腦軟體,34796604,0,0,1731486,0,33065118,
201,10603,106,03,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10603,106,03,2,160199其他無形資產,0,0,0,0,0,0,
201,10603,106,03,2,170201其他資本資產,0,0,0,0,0,0,
201,10604,106,04,2,130101採權益法之股權投資,0,0,0,0,0,0,"1.資本資產成本增加數1,195,234元＝屬預算執行增加數1,195,234元。
2.設備及投資預算執行數2,011,734元＝本年度預算執行數2,011,734元。
3.預算採購增加數1,195,234元，較設備及投資預算執行數2,011,734元，減少816,500元，係因「新版全球資訊網」尚在開發階段，俟完成後始登載財產，惟依   合約先行支付第1期款895,000元(開發費用20%)。另採購電腦1台及外接硬碟共計78,500元，財產管理單位已登帳，惟未及於4月份完成付款致減少816,500元。"
201,10604,106,04,2,130201非採權益法之股權投資,0,0,0,0,0,0,
201,10604,106,04,2,139901其他長期投資,0,0,0,0,0,0,
201,10604,106,04,2,140101土地,3769167687,0,0,0,0,3769167687,
201,10604,106,04,2,140201土地改良物,0,0,0,0,0,0,
201,10604,106,04,2,140401房屋建築及設備,85805584,-61125790,0,0,-671900,24007894,
201,10604,106,04,2,140501機械及設備,136634152,-108245510,317188,632109,-2373796,25699925,
201,10604,106,04,2,140601交通及運輸設備,127248256,-78885714,95330,501845,-2563378,45392649,
201,10604,106,04,2,140701雜項設備,155478731,-123384162,717591,2139146,-310284,30362730,
201,10604,106,04,2,140801租賃資產,0,0,0,0,0,0,
201,10604,106,04,2,140901租賃權益改良,0,0,0,0,0,0,
201,10604,106,04,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10604,106,04,2,141101購建中固定資產,0,0,0,0,0,0,
201,10604,106,04,2,149901其他固定資產,0,0,0,0,0,0,
201,10604,106,04,2,150101遞耗資產,0,0,0,0,0,0,
201,10604,106,04,2,160101權利,31798,0,0,1224,0,30574,
201,10604,106,04,2,160102電腦軟體,34796604,0,65125,2308648,0,32553081,
201,10604,106,04,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10604,106,04,2,160199其他無形資產,0,0,0,0,0,0,
201,10604,106,04,2,170201其他資本資產,0,0,0,0,0,0,
201,10605,106,05,2,130101採權益法之股權投資,0,0,0,0,0,0,"1.資本資產成本增加數1,306,508元＝屬預算執行增加數1,286,589元+上(105)年度財產卡名稱誤植錯誤，依財產規制更正之調整增加數19,919元。
2.設備及投資預算執行數2,181,589元＝本年度預算執行數2,181,589元。 3.預算採購增加數1,286,589元，較設備及投資預算執行數2,181,589元，減少895,000元，係因「新版全球資訊網」尚在開發階段，俟完成後始登載財產，惟依合約先行支付第1期款895,000元(開發費用20%)致減少895,000元。"
201,10605,106,05,2,130201非採權益法之股權投資,0,0,0,0,0,0,
201,10605,106,05,2,139901其他長期投資,0,0,0,0,0,0,
201,10605,106,05,2,140101土地,3769167687,0,0,6596764,0,3762570923,
201,10605,106,05,2,140201土地改良物,0,0,0,0,0,0,
201,10605,106,05,2,140401房屋建築及設備,85805584,-61125790,0,3447504,1662845,22895135,
201,10605,106,05,2,140501機械及設備,136634152,-108245510,317188,1438150,-2327283,24940397,
201,10605,106,05,2,140601交通及運輸設備,127248256,-78885714,148330,501845,-3329595,44679432,
201,10605,106,05,2,140701雜項設備,155478731,-123384162,775865,2544235,-534349,29791850,
201,10605,106,05,2,140801租賃資產,0,0,0,0,0,0,
201,10605,106,05,2,140901租賃權益改良,0,0,0,0,0,0,
201,10605,106,05,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10605,106,05,2,141101購建中固定資產,0,0,0,0,0,0,
201,10605,106,05,2,149901其他固定資產,0,0,0,0,0,0,
201,10605,106,05,2,150101遞耗資產,0,0,0,0,0,0,
201,10605,106,05,2,160101權利,31798,0,0,1530,0,30268,
201,10605,106,05,2,160102電腦軟體,34796604,0,65125,2886347,0,31975382,
201,10605,106,05,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10605,106,05,2,160199其他無形資產,0,0,0,0,0,0,
201,10605,106,05,2,170201其他資本資產,0,0,0,0,0,0,
201,10606,106,06,2,130101採權益法之股權投資,0,0,0,0,0,0,"1.資本資產成本增加數2,101,183元＝屬預算執行增加數2,032,264元+其他依財產規制移入49,000元及上(105)年度財產卡名稱誤植錯誤，依財產規制更正之調整增加數19,919元。
2.設備及投資預算執行數5,380,510元＝本年度預算執行數5,380,510元。
3.預算採購增加數2,032,264元，較設備及投資預算執行數5,380,510元，減少3,348,246元，係因「新版全球資訊網」尚在開發階段，俟完成後始登載財產，惟依合約先行支付第 1、2期款3,580,000元(開發費用80%)。另採購冷氣機3台等設備144,254元，及民意信箱前端系統介接應用軟體開發費用87,500元，財產管理單位已登帳，惟未及於6月份完成付款，致減少3,348,246元。"
201,10606,106,06,2,130201非採權益法之股權投資,0,0,0,0,0,0,
201,10606,106,06,2,139901其他長期投資,0,0,0,0,0,0,
201,10606,106,06,2,140101土地,3769167687,0,0,6596764,0,3762570923,
201,10606,106,06,2,140201土地改良物,0,0,0,0,0,0,
201,10606,106,06,2,140401房屋建築及設備,85805584,-61125790,0,3447504,1501980,22734270,
201,10606,106,06,2,140501機械及設備,136634152,-108245510,364788,1540150,-2977207,24236073,
201,10606,106,06,2,140601交通及運輸設備,127248256,-78885714,326320,501845,-4115522,44071495,
201,10606,106,06,2,140701雜項設備,155478731,-123384162,1165350,2937135,-750743,29572041,
201,10606,106,06,2,140801租賃資產,0,0,0,0,0,0,
201,10606,106,06,2,140901租賃權益改良,0,0,0,0,0,0,
201,10606,106,06,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10606,106,06,2,141101購建中固定資產,0,0,0,0,0,0,
201,10606,106,06,2,149901其他固定資產,0,0,0,0,0,0,
201,10606,106,06,2,150101遞耗資產,0,0,0,0,0,0,
201,10606,106,06,2,160101權利,31798,0,0,1836,0,29962,
201,10606,106,06,2,160102電腦軟體,34796604,0,244725,3468651,0,31572678,
201,10606,106,06,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10606,106,06,2,160199其他無形資產,0,0,0,0,0,0,
201,10606,106,06,2,170201其他資本資產,0,0,0,0,0,0,
201,10607,106,07,2,130101採權益法之股權投資,0,0,0,0,0,0,"1.資本資產成本增加數3,084,657元＝屬預算執行增加數3,015,738元+其他依財產規制移入49,000元及上(105)年度財產卡名稱誤植錯誤，依財產規制更正之調整增加數19,919元。
2.設備及投資預算執行數6,497,878元＝本年度預算執行數6,497,878元。
3.預算採購增加數3,015,738元，較設備及投資預算執行數6,497,878元，減少3,482,140元，係因「新版全球資訊網」尚在開發階段，俟完成後始登載財產，惟依合約先行支付第 1、2期款合計3,580,000元(開發費用80%)，另採購網路交換器1台97,860元，財產管理單位已登帳，惟未及於7月份完成付款，致減少3,482,140元。"
201,10607,106,07,2,130201非採權益法之股權投資,0,0,0,0,0,0,
201,10607,106,07,2,139901其他長期投資,0,0,0,0,0,0,
201,10607,106,07,2,140101土地,3769167687,0,0,6596764,0,3762570923,
201,10607,106,07,2,140201土地改良物,0,0,0,0,0,0,
201,10607,106,07,2,140401房屋建築及設備,85805584,-61125790,0,3447504,1341115,22573405,
201,10607,106,07,2,140501機械及設備,136634152,-108245510,826148,2760050,-2514713,23940027,
201,10607,106,07,2,140601交通及運輸設備,127248256,-78885714,376320,516995,-4872163,43349704,
201,10607,106,07,2,140701雜項設備,155478731,-123384162,1637464,3615434,-688055,29428544,
201,10607,106,07,2,140801租賃資產,0,0,0,0,0,0,
201,10607,106,07,2,140901租賃權益改良,0,0,0,0,0,0,
201,10607,106,07,2,141001收藏品及傳承資產,3768088072,0,0,0,0,3768088072,
201,10607,106,07,2,141101購建中固定資產,0,0,0,0,0,0,
201,10607,106,07,2,149901其他固定資產,0,0,0,0,0,0,
201,10607,106,07,2,150101遞耗資產,0,0,0,0,0,0,
201,10607,106,07,2,160101權利,31798,0,0,2142,0,29656,
201,10607,106,07,2,160102電腦軟體,34796604,0,244725,4058663,0,30982666,
201,10607,106,07,2,160104發展中之無形資產,0,0,0,0,0,0,
201,10607,106,07,2,160199其他無形資產,0,0,0,0,0,0,
201,10607,106,07,2,170201其他資本資產,0,0,0,0,0,0,
201,10608,106,08,2,130101採權益法之股權投資,0,0,0,0,0,0,"1.資本資產成本增加數154,827,805元＝屬預算執行增加數3,264,268元+其他依財產規制移入151,543,618元及上(105)年度財產卡名稱誤植錯誤，依財產規制更正之調整增加數19,919元。
2.設備及投資預算執行數6,749,268元＝本年度預算執行數6,749,268元。
3.預算採購增加數3,264,268元，較設備及投資預算執行數6,749,268元，減少3,485,000元，係因「新版全球資訊網」尚在開發階段，俟完成後始登載財產，惟依合約先行支付第 1、2期款合計3,580,000元(開發費用80%)，另採購伺服主機1台95,000元，財產管理單位已登帳，惟未及於8月份完成付款，致減少3,485,000元。"
201,10608,106,08,2,130201非採權益法之股權投資,0,0,0,0,0,0,
201,10608,106,08,2,139901其他長期投資,0,0,0,0,0,0,
201,10608,106,08,2,140101土地,3769167687,0,123504000,88864957,0,3803806730,
201,10608,106,08,2,140201土地改良物,0,0,0,0,0,0,
201,10608,106,08,2,140401房屋建築及設備,85805584,-61125790,835618,4179004,1573441,22909849,
201,10608,106,08,2,140501機械及設備,136634152,-108245510,921148,3052256,-2951246,23306288,
201,10608,106,08,2,140601交通及運輸設備,127248256,-78885714,27598320,530495,-30835276,44595091,
