id,time,會計年度,月份,會計分類,項目,預算科目編號,預算科目名稱,分支計畫編號,分支計畫名稱,一級用途別編號,一級用途別名稱,經資門,支出實現數,加項_預付款,加項_材料,加項_存出保證金,加項_零用金,加項_退還收入預收款,加項_其他應收款,減項_以前年度撥款於本年度實現數,公庫撥入數,公庫分配數餘額
201,10507,105,07,1,,7506205300,公務人員退休撫卹給付,,,,,1,83099307,819846,0,0,0,0,0,0,83919153,0
201,10507,105,07,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,5359656,0,0,0,0,0,0,0,5359656,0
201,10507,105,07,1,以前年度支出,,,,,,,1,6915230,0,0,0,0,0,0,0,6915230,18854125
201,10507,105,07,1,一、以前年度應付(保留)數,,,,,,,1,6915230,0,0,0,0,0,0,0,6915230,18854125
201,10507,105,07,1,,3202010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,508072
201,10507,105,07,1,,3202010100,一般行政,,,,,1,1515030,0,0,0,0,0,0,0,1515030,4441951
201,10507,105,07,1,,3202010100,一般行政,,,,,2,3145000,0,0,0,0,0,0,0,3145000,0
201,10507,105,07,1,,3202010401,國家發展研究及諮詢,,,,,1,277613,0,0,0,0,0,0,0,277613,1587
201,10507,105,07,1,,3202010600,卸任禮遇,,,,,1,151132,0,0,0,0,0,0,0,151132,0
201,10507,105,07,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,1826455,0,0,0,0,0,0,0,1826455,13902515
201,10507,105,07,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10508,105,08,1,本年度支出,,,,,,,1,740771183,6257143,0,0,500000,0,0,0,747528326,142526188
201,10508,105,08,1,一、本年度經費,,,,,,,1,651131434,4152378,0,0,500000,0,0,0,655783812,142526188
201,10508,105,08,1,,3202010100,一般行政,,,,,1,565812410,3838296,0,0,500000,0,0,0,570150706,94687294
201,10508,105,08,1,,3202010100,一般行政,,,,,2,7518544,0,0,0,0,0,0,0,7518544,30550456
201,10508,105,08,1,,3202010200,國務機要,,,,,1,13858215,300000,0,0,0,0,0,0,14158215,4841785
201,10508,105,08,1,,3202010300,國家慶典,,,,,1,40164024,0,0,0,0,0,0,0,40164024,5668976
201,10508,105,08,1,,3202010401,國家發展研究及諮詢,,,,,1,2848640,14082,0,0,0,0,0,0,2862722,2272278
201,10508,105,08,1,,3202010500,新聞發布,,,,,1,6204569,0,0,0,0,0,0,0,6204569,1390431
201,10508,105,08,1,,3202010600,卸任禮遇,,,,,1,14298594,0,0,0,0,0,0,0,14298594,3041406
201,10508,105,08,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,426438,0,0,0,0,0,0,0,426438,73562
201,10508,105,08,1,二、統籌科目,,,,,,,1,89639749,2104765,0,0,0,0,0,0,91744514,0
201,10508,105,08,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,279000,0,0,0,0,0,0,0,279000,0
201,10508,105,08,1,,7506205300,公務人員退休撫卹給付,,,,,1,83462088,457065,0,0,0,0,0,0,83919153,0
201,10508,105,08,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,5898661,1647700,0,0,0,0,0,0,7546361,0
201,10508,105,08,1,以前年度支出,,,,,,,1,8490515,0,0,0,0,0,0,0,8490515,17278840
201,10508,105,08,1,一、以前年度應付(保留)數,,,,,,,1,8490515,0,0,0,0,0,0,0,8490515,17278840
201,10508,105,08,1,,3202010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,508072
201,10508,105,08,1,,3202010100,一般行政,,,,,1,1515030,0,0,0,0,0,0,0,1515030,4441951
201,10508,105,08,1,,3202010100,一般行政,,,,,2,3145000,0,0,0,0,0,0,0,3145000,0
201,10508,105,08,1,,3202010401,國家發展研究及諮詢,,,,,1,277613,0,0,0,0,0,0,0,277613,1587
201,10508,105,08,1,,3202010600,卸任禮遇,,,,,1,151132,0,0,0,0,0,0,0,151132,0
201,10508,105,08,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,3401740,0,0,0,0,0,0,0,3401740,12327230
201,10508,105,08,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10509,105,09,1,本年度支出,,,,,,,1,823440467,11754470,0,0,500000,0,0,0,835694937,134578285
201,10509,105,09,1,一、本年度經費,,,,,,,1,732187045,9833670,0,0,500000,0,0,0,742520715,134578285
201,10509,105,09,1,,3202010100,一般行政,,,,,1,637845389,9531167,0,0,500000,0,0,0,647876556,82232444
201,10509,105,09,1,,3202010100,一般行政,,,,,2,9462713,0,0,0,0,0,0,0,9462713,30106287
201,10509,105,09,1,,3202010200,國務機要,,,,,1,17108274,300000,0,0,0,0,0,0,17408274,8091726
201,10509,105,09,1,,3202010300,國家慶典,,,,,1,40562302,0,0,0,0,0,0,0,40562302,6484698
201,10509,105,09,1,,3202010401,國家發展研究及諮詢,,,,,1,3532505,2503,0,0,0,0,0,0,3535008,2337992
201,10509,105,09,1,,3202010500,新聞發布,,,,,1,6893201,0,0,0,0,0,0,0,6893201,1661799
201,10509,105,09,1,,3202010600,卸任禮遇,,,,,1,16330162,0,0,0,0,0,0,0,16330162,3221838
201,10509,105,09,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,452499,0,0,0,0,0,0,0,452499,441501
201,10509,105,09,1,二、統籌科目,,,,,,,1,91253422,1920800,0,0,0,0,0,0,93174222,0
201,10509,105,09,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,279000,0,0,0,0,0,0,0,279000,0
201,10509,105,09,1,,7506205300,公務人員退休撫卹給付,,,,,1,84726551,0,0,0,0,0,0,0,84726551,0
201,10509,105,09,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,6247871,1920800,0,0,0,0,0,0,8168671,0
201,10509,105,09,1,以前年度支出,,,,,,,1,11963016,0,0,0,0,0,0,0,11963016,13806339
201,10509,105,09,1,一、以前年度應付(保留)數,,,,,,,1,11963016,0,0,0,0,0,0,0,11963016,13806339
201,10509,105,09,1,,3202010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,508072
201,10509,105,09,1,,3202010100,一般行政,,,,,1,4987531,0,0,0,0,0,0,0,4987531,969450
201,10509,105,09,1,,3202010100,一般行政,,,,,2,3145000,0,0,0,0,0,0,0,3145000,0
201,10509,105,09,1,,3202010401,國家發展研究及諮詢,,,,,1,277613,0,0,0,0,0,0,0,277613,1587
201,10509,105,09,1,,3202010600,卸任禮遇,,,,,1,151132,0,0,0,0,0,0,0,151132,0
201,10509,105,09,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,3401740,0,0,0,0,0,0,0,3401740,12327230
201,10509,105,09,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10510,105,10,1,本年度支出,,,,,,,1,909904685,14287974,0,0,500000,0,0,0,924692659,136085538
201,10510,105,10,1,一、本年度經費,,,,,,,1,816703788,13901674,0,0,500000,0,0,0,831105462,136085538
201,10510,105,10,1,,3202010100,一般行政,,,,,1,690963750,13499771,0,0,500000,0,0,0,704963521,100951479
201,10510,105,10,1,,3202010100,一般行政,,,,,2,27280919,0,0,0,0,0,0,0,27280919,13548081
201,10510,105,10,1,,3202010200,國務機要,,,,,1,21807661,300000,0,0,0,0,0,0,22107661,4892339
201,10510,105,10,1,,3202010300,國家慶典,,,,,1,42164360,0,0,0,0,0,0,0,42164360,6517640
201,10510,105,10,1,,3202010401,國家發展研究及諮詢,,,,,1,4267477,101903,0,0,0,0,0,0,4369380,2386620
201,10510,105,10,1,,3202010500,新聞發布,,,,,1,7369609,0,0,0,0,0,0,0,7369609,2169391
201,10510,105,10,1,,3202010600,卸任禮遇,,,,,1,17694463,0,0,0,0,0,0,0,17694463,3789537
201,10510,105,10,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,5155549,0,0,0,0,0,0,0,5155549,1830451
201,10510,105,10,1,二、統籌科目,,,,,,,1,93200897,386300,0,0,0,0,0,0,93587197,0
201,10510,105,10,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,279000,0,0,0,0,0,0,0,279000,0
201,10510,105,10,1,,7506205300,公務人員退休撫卹給付,,,,,1,84875251,0,0,0,0,0,0,0,84875251,0
201,10510,105,10,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,8046646,386300,0,0,0,0,0,0,8432946,0
201,10510,105,10,1,以前年度支出,,,,,,,1,12182301,0,0,0,0,0,0,0,12182301,13587054
201,10510,105,10,1,一、以前年度應付(保留)數,,,,,,,1,12182301,0,0,0,0,0,0,0,12182301,13587054
201,10510,105,10,1,,3202010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,508072
201,10510,105,10,1,,3202010100,一般行政,,,,,1,4987531,0,0,0,0,0,0,0,4987531,969450
201,10510,105,10,1,,3202010100,一般行政,,,,,2,3145000,0,0,0,0,0,0,0,3145000,0
201,10510,105,10,1,,3202010401,國家發展研究及諮詢,,,,,1,277613,0,0,0,0,0,0,0,277613,1587
201,10510,105,10,1,,3202010600,卸任禮遇,,,,,1,151132,0,0,0,0,0,0,0,151132,0
201,10510,105,10,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,3621025,0,0,0,0,0,0,0,3621025,12107945
201,10510,105,10,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10511,105,11,1,本年度支出,,,,,,,1,1003844874,6778954,0,1000,500000,0,0,0,1011124828,143870923
201,10511,105,11,1,一、本年度經費,,,,,,,1,909009123,6778954,0,1000,500000,0,0,0,916289077,143870923
201,10511,105,11,1,,3202010100,一般行政,,,,,1,763635039,6392554,0,1000,500000,0,0,0,770528593,116294407
201,10511,105,11,1,,3202010100,一般行政,,,,,2,40718507,0,0,0,0,0,0,0,40718507,5497493
201,10511,105,11,1,,3202010200,國務機要,,,,,1,22570361,300000,0,0,0,0,0,0,22870361,5629639
201,10511,105,11,1,,3202010300,國家慶典,,,,,1,42990432,0,0,0,0,0,0,0,42990432,6834568
201,10511,105,11,1,,3202010401,國家發展研究及諮詢,,,,,1,5325448,86400,0,0,0,0,0,0,5411848,2224152
201,10511,105,11,1,,3202010500,新聞發布,,,,,1,7945849,0,0,0,0,0,0,0,7945849,2433151
201,10511,105,11,1,,3202010600,卸任禮遇,,,,,1,20641531,0,0,0,0,0,0,0,20641531,2774469
201,10511,105,11,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,5181956,0,0,0,0,0,0,0,5181956,2183044
201,10511,105,11,1,二、統籌科目,,,,,,,1,94835751,0,0,0,0,0,0,0,94835751,0
201,10511,105,11,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,279000,0,0,0,0,0,0,0,279000,0
201,10511,105,11,1,,7506205300,公務人員退休撫卹給付,,,,,1,85512151,0,0,0,0,0,0,0,85512151,0
201,10511,105,11,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,9044600,0,0,0,0,0,0,0,9044600,0
201,10511,105,11,1,以前年度支出,,,,,,,1,12595011,0,0,0,0,0,0,0,12595011,13174344
201,10511,105,11,1,一、以前年度應付(保留)數,,,,,,,1,12595011,0,0,0,0,0,0,0,12595011,13174344
201,10511,105,11,1,,3202010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,508072
201,10511,105,11,1,,3202010100,一般行政,,,,,1,4987531,0,0,0,0,0,0,0,4987531,969450
201,10511,105,11,1,,3202010100,一般行政,,,,,2,3145000,0,0,0,0,0,0,0,3145000,0
201,10511,105,11,1,,3202010401,國家發展研究及諮詢,,,,,1,277613,0,0,0,0,0,0,0,277613,1587
201,10511,105,11,1,,3202010600,卸任禮遇,,,,,1,151132,0,0,0,0,0,0,0,151132,0
201,10511,105,11,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,4033735,0,0,0,0,0,0,0,4033735,11695235
201,10511,105,11,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10512,105,12,1,本年度支出,,,,,,,1,1094020551,0,0,1000,0,0,0,0,1094021551,115580200
201,10512,105,12,1,一、本年度經費,,,,,,,1,999184800,0,0,1000,0,0,0,0,999185800,115580200
201,10512,105,12,1,,3202010100,一般行政,,,,,1,874528596,0,0,1000,0,0,0,0,874529596,101560404
201,10512,105,12,1,,3202010200,國務機要,,,,,1,29785831,0,0,0,0,0,0,0,29785831,214169
201,10512,105,12,1,,3202010300,國家慶典,,,,,1,46075322,0,0,0,0,0,0,0,46075322,5536678
201,10512,105,12,1,,3202010401,國家發展研究及諮詢,,,,,1,7406478,0,0,0,0,0,0,0,7406478,1162522
201,10512,105,12,1,,3202010500,新聞發布,,,,,1,9732529,0,0,0,0,0,0,0,9732529,1684471
201,10512,105,12,1,,3202010600,卸任禮遇,,,,,1,24545739,0,0,0,0,0,0,0,24545739,4775261
201,10512,105,12,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,7110305,0,0,0,0,0,0,0,7110305,646695
201,10512,105,12,1,二、統籌科目,,,,,,,1,94835751,0,0,0,0,0,0,0,94835751,0
201,10512,105,12,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,279000,0,0,0,0,0,0,0,279000,0
201,10512,105,12,1,,7506205300,公務人員退休撫卹給付,,,,,1,85512151,0,0,0,0,0,0,0,85512151,0
201,10512,105,12,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,9044600,0,0,0,0,0,0,0,9044600,0
201,10512,105,12,1,以前年度支出,,,,,,,1,12839614,0,0,0,0,0,0,15715,12823899,12945456
201,10512,105,12,1,一、以前年度應付(保留)數,,,,,,,1,12839614,0,0,0,0,0,0,15715,12823899,12945456
201,10512,105,12,1,,3202010100,一般行政,,,,,1,15715,0,0,0,0,0,0,15715,0,508072
201,10512,105,12,1,,3202010100,一般行政,,,,,1,8248054,0,0,0,0,0,0,0,8248054,853927
201,10512,105,12,1,,3202010401,國家發展研究及諮詢,,,,,1,277613,0,0,0,0,0,0,0,277613,1587
201,10512,105,12,1,,3202010600,卸任禮遇,,,,,1,151132,0,0,0,0,0,0,0,151132,0
201,10512,105,12,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,4147100,0,0,0,0,0,0,0,4147100,11581870
201,10512,105,12,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10601,106,01,1,本年度支出,,,,,,,1,186796067,30359283,0,0,500000,0,0,0,217655350,22714096
201,10601,106,01,1,一、本年度經費,,,,,,,1,144490621,30359283,0,0,500000,0,0,0,175349904,22714096
201,10601,106,01,1,,3202010100,一般行政,,,,,1,139503678,26399844,0,0,500000,0,0,0,166403522,19312478
201,10601,106,01,1,,3202010200,國務機要,,,,,1,2694500,3794000,0,0,0,0,0,0,6488500,11500
201,10601,106,01,1,,3202010300,國家慶典,,,,,1,369971,0,0,0,0,0,0,0,369971,1795029
201,10601,106,01,1,,3202010401,國家發展研究及諮詢,,,,,1,130046,45439,0,0,0,0,0,0,175485,216515
201,10601,106,01,1,,3202010500,新聞發布,,,,,1,15960,120000,0,0,0,0,0,0,135960,871040
201,10601,106,01,1,,3202010600,卸任禮遇,,,,,1,1776466,0,0,0,0,0,0,0,1776466,467534
201,10601,106,01,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,0,0,0,0,0,0,0,0,0,40000
201,10601,106,01,1,二、統籌科目,,,,,,,1,42305446,0,0,0,0,0,0,0,42305446,0
201,10601,106,01,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,93000,0,0,0,0,0,0,0,93000,0
201,10601,106,01,1,,7506205300,公務人員退休撫卹給付,,,,,1,41990346,0,0,0,0,0,0,0,41990346,0
201,10601,106,01,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,222100,0,0,0,0,0,0,0,222100,0
201,10601,106,01,1,以前年度支出,,,,,,,1,0,68668,0,0,0,0,0,0,68668,58685439
201,10601,106,01,1,一、以前年度應付(保留)數,,,,,,,1,0,68668,0,0,0,0,0,0,68668,58685439
201,10601,106,01,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,0,0,0,0,0,0,0,0,0,11581870
201,10601,106,01,1,,3202010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,42522954
201,10601,106,01,1,,3202010600,卸任禮遇,,,,,1,0,68668,0,0,0,0,0,0,68668,4580615
201,10601,106,01,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10602,106,02,1,本年度支出,,,,,,,1,240007422,29255164,0,0,500000,0,0,0,269762586,29123345
201,10602,106,02,1,一、本年度經費,,,,,,,1,196890291,27108364,0,0,500000,0,0,0,224498655,29123345
201,10602,106,02,1,,3202010100,一般行政,,,,,1,182401500,26675879,0,0,500000,0,0,0,209577379,26033621
201,10602,106,02,1,,3202010200,國務機要,,,,,1,7251580,300000,0,0,0,0,0,0,7551580,1048420
201,10602,106,02,1,,3202010300,國家慶典,,,,,1,2393318,0,0,0,0,0,0,0,2393318,539682
201,10602,106,02,1,,3202010401,國家發展研究及諮詢,,,,,1,920413,12485,0,0,0,0,0,0,932898,7102
201,10602,106,02,1,,3202010500,新聞發布,,,,,1,921963,120000,0,0,0,0,0,0,1041963,1076037
201,10602,106,02,1,,3202010600,卸任禮遇,,,,,1,2923374,0,0,0,0,0,0,0,2923374,409626
201,10602,106,02,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,78143,0,0,0,0,0,0,0,78143,8857
201,10602,106,02,1,二、統籌科目,,,,,,,1,43117131,2146800,0,0,0,0,0,0,45263931,0
201,10602,106,02,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,93000,0,0,0,0,0,0,0,93000,0
201,10602,106,02,1,,7506205300,公務人員退休撫卹給付,,,,,1,42332377,0,0,0,0,0,0,0,42332377,0
201,10602,106,02,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,691754,2146800,0,0,0,0,0,0,2838554,0
201,10602,106,02,1,以前年度支出,,,,,,,1,1300815,0,0,0,0,0,0,0,1300815,57453292
201,10602,106,02,1,一、以前年度應付(保留)數,,,,,,,1,1300815,0,0,0,0,0,0,0,1300815,57453292
201,10602,106,02,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,103290,0,0,0,0,0,0,0,103290,11478580
201,10602,106,02,1,,3202010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,42522954
201,10602,106,02,1,,3202010600,卸任禮遇,,,,,1,1197525,0,0,0,0,0,0,0,1197525,3451758
201,10602,106,02,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10603,106,03,1,本年度支出,,,,,,,1,296774986,32072736,0,0,500000,0,0,0,329347722,28231646
201,10603,106,03,1,一、本年度經費,,,,,,,1,251150418,31029936,0,0,500000,0,0,0,282680354,28231646
201,10603,106,03,1,,3202010100,一般行政,,,,,1,233230382,30689681,0,0,500000,0,0,0,264420063,22333937
201,10603,106,03,1,,3202010200,國務機要,,,,,1,7758280,300000,0,0,0,0,0,0,8058280,1641720
201,10603,106,03,1,,3202010300,國家慶典,,,,,1,2613190,0,0,0,0,0,0,0,2613190,1882810
201,10603,106,03,1,,3202010401,國家發展研究及諮詢,,,,,1,1820281,40255,0,0,0,0,0,0,1860536,141464
201,10603,106,03,1,,3202010500,新聞發布,,,,,1,1528398,0,0,0,0,0,0,0,1528398,1568602
201,10603,106,03,1,,3202010600,卸任禮遇,,,,,1,4025915,0,0,0,0,0,0,0,4025915,655085
201,10603,106,03,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,173972,0,0,0,0,0,0,0,173972,8028
201,10603,106,03,1,二、統籌科目,,,,,,,1,45624568,1042800,0,0,0,0,0,0,46667368,0
201,10603,106,03,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,93000,0,0,0,0,0,0,0,93000,0
201,10603,106,03,1,,7506205300,公務人員退休撫卹給付,,,,,1,43466170,0,0,0,0,0,0,0,43466170,0
201,10603,106,03,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,2065398,1042800,0,0,0,0,0,0,3108198,0
201,10603,106,03,1,以前年度支出,,,,,,,1,2281651,0,0,0,0,0,0,0,2281651,56472456
201,10603,106,03,1,一、以前年度應付(保留)數,,,,,,,1,2281651,0,0,0,0,0,0,0,2281651,56472456
201,10603,106,03,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,170665,0,0,0,0,0,0,0,170665,11411205
201,10603,106,03,1,,3202010100,一般行政,,,,,1,0,0,0,0,0,0,0,0,0,42522954
201,10603,106,03,1,,3202010600,卸任禮遇,,,,,1,2110986,0,0,0,0,0,0,0,2110986,2538297
201,10603,106,03,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10604,106,04,1,本年度支出,,,,,,,1,383030304,1578399,0,0,500000,0,0,0,385108703,41227560
201,10604,106,04,1,一、本年度經費,,,,,,,1,332805041,1578399,0,0,500000,0,0,0,334883440,41227560
201,10604,106,04,1,,3202010100,一般行政,,,,,1,310287878,1247544,0,0,500000,0,0,0,312035422,33734578
201,10604,106,04,1,,3202010200,國務機要,,,,,1,7858280,300000,0,0,0,0,0,0,8158280,2441720
201,10604,106,04,1,,3202010300,國家慶典,,,,,1,3323996,0,0,0,0,0,0,0,3323996,2965004
201,10604,106,04,1,,3202010401,國家發展研究及諮詢,,,,,1,2658621,30255,0,0,0,0,0,0,2688876,405124
201,10604,106,04,1,,3202010500,新聞發布,,,,,1,3259105,0,0,0,0,0,0,0,3259105,683895
201,10604,106,04,1,,3202010600,卸任禮遇,,,,,1,5216961,600,0,0,0,0,0,0,5217561,674439
201,10604,106,04,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,200200,0,0,0,0,0,0,0,200200,322800
201,10604,106,04,1,二、統籌科目,,,,,,,1,50225263,0,0,0,0,0,0,0,50225263,0
201,10604,106,04,1,,6806205800,早期退休公教人員生活困難照護金,,,,,1,93000,0,0,0,0,0,0,0,93000,0
201,10604,106,04,1,,7506205300,公務人員退休撫卹給付,,,,,1,46927385,0,0,0,0,0,0,0,46927385,0
201,10604,106,04,1,,8903304500,公教人員婚喪生育及子女教育補助,,,,,1,3204878,0,0,0,0,0,0,0,3204878,0
201,10604,106,04,1,以前年度支出,,,,,,,1,5554106,0,0,0,0,0,0,0,5554106,53200001
201,10604,106,04,1,一、以前年度應付(保留)數,,,,,,,1,5554106,0,0,0,0,0,0,0,5554106,53200001
201,10604,106,04,1,,3202010800,公報編印及印信勳章鑄造,,,,,1,240930,0,0,0,0,0,0,0,240930,11340940
201,10604,106,04,1,,3202010100,一般行政,,,,,1,2397779,0,0,0,0,0,0,0,2397779,40125175
201,10604,106,04,1,,3202010600,卸任禮遇,,,,,1,2915397,0,0,0,0,0,0,0,2915397,1733886
201,10604,106,04,1,二、退還以前年度收入數,,,,,,,,0,0,0,0,0,0,0,0,0,0
201,10605,106,05,1,本年度支出,,,,,,,1,442212237,2000138,0,0,500000,0,0,0,444712375,50444508
201,10605,106,05,1,一、本年度經費,,,,,,,1,391610354,2000138,0,0,500000,0,0,0,394110492,50444508
201,10605,106,05,1,,3202010100,一般行政,,,,,1,363296764,1286683,0,0,500000,0,0,0,365083447,40693553
201,10605,106,05,1,,3202010200,國務機要,,,,,1,9433380,682000,0,0,0,0,0,0,10115380,2934620
201,10605,106,05,1,,3202010300,國家慶典,,,,,1,4452617,0,0,0,0,0,0,0,4452617,2674383
201,10605,106,05,1,,3202010401,國家發展研究及諮詢,,,,,1,3203953,30255,0,0,0,0,0,0,3234208,956792
201,10605,106,05,1,,3202010500,新聞發布,,,,,1,3601479,0,0,0,0,0,0,0,3601479,1287521
