id,time,會計年度,預算科目編號,預算科目名稱,分計畫編號,分計畫名稱,用途別編號,用途別名稱,執行數,保留數
201,105,105,32020010300,國家慶典,,,0143,退休離職儲金,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0143,退休離職儲金,0.00,
201,105,105,32020010500,新聞發布,,,0143,退休離職儲金,0.00,
201,105,105,32020010600,卸任禮遇,,,0143,退休離職儲金,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0143,退休離職儲金,0.00,
201,105,105,32020010100,一般行政,,,0151,保險,"35,946,529.00",
201,105,105,32020010200,國務機要,,,0151,保險,0.00,
201,105,105,32020010300,國家慶典,,,0151,保險,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0151,保險,0.00,
201,105,105,32020010500,新聞發布,,,0151,保險,0.00,
201,105,105,32020010600,卸任禮遇,,,0151,保險,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0151,保險,0.00,
201,105,105,32020010100,一般行政,,,02,業務費,"170,681,311.00",
201,105,105,32020010200,國務機要,,,02,業務費,"29,785,831.00",
201,105,105,32020010300,國家慶典,,,02,業務費,"45,720,736.00",
201,105,105,32020010401,國家發展研究及諮詢,,,02,業務費,"7,406,478.00",
201,105,105,32020010500,新聞發布,,,02,業務費,"9,732,529.00",
201,105,105,32020010600,卸任禮遇,,,02,業務費,"16,473,530.00",
201,105,105,32020010800,公報編印及印信勳章鑄造,,,02,業務費,"7,110,305.00",
201,105,105,32020010100,一般行政,,,0201,教育訓練費,"526,182.00",
201,105,105,32020010200,國務機要,,,0201,教育訓練費,0.00,
201,105,105,32020010300,國家慶典,,,0201,教育訓練費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0201,教育訓練費,0.00,
201,105,105,32020010500,新聞發布,,,0201,教育訓練費,0.00,
201,105,105,32020010600,卸任禮遇,,,0201,教育訓練費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0201,教育訓練費,0.00,
201,105,105,32020010100,一般行政,,,0202,水電費,"18,938,576.00",
201,105,105,32020010200,國務機要,,,0202,水電費,0.00,
201,105,105,32020010300,國家慶典,,,0202,水電費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0202,水電費,0.00,
201,105,105,32020010500,新聞發布,,,0202,水電費,0.00,
201,105,105,32020010600,卸任禮遇,,,0202,水電費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0202,水電費,0.00,
201,105,105,32020010100,一般行政,,,0203,通訊費,"8,292,168.00",
201,105,105,32020010200,國務機要,,,0203,通訊費,0.00,
201,105,105,32020010300,國家慶典,,,0203,通訊費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0203,通訊費,"1,569,714.00",
201,105,105,32020010500,新聞發布,,,0203,通訊費,0.00,
201,105,105,32020010600,卸任禮遇,,,0203,通訊費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0203,通訊費,"60,000.00",
201,105,105,32020010100,一般行政,,,0212,權利使用費,"17,500.00",
201,105,105,32020010200,國務機要,,,0212,權利使用費,0.00,
201,105,105,32020010300,國家慶典,,,0212,權利使用費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0212,權利使用費,0.00,
201,105,105,32020010500,新聞發布,,,0212,權利使用費,0.00,
201,105,105,32020010600,卸任禮遇,,,0212,權利使用費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0212,權利使用費,0.00,
201,105,105,32020010100,一般行政,,,0215,資訊服務費,"17,396,900.00",
201,105,105,32020010200,國務機要,,,0215,資訊服務費,0.00,
201,105,105,32020010300,國家慶典,,,0215,資訊服務費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0215,資訊服務費,0.00,
201,105,105,32020010500,新聞發布,,,0215,資訊服務費,0.00,
201,105,105,32020010600,卸任禮遇,,,0215,資訊服務費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0215,資訊服務費,0.00,
201,105,105,32020010100,一般行政,,,0219,其他業務租金,"476,504.00",
201,105,105,32020010200,國務機要,,,0219,其他業務租金,0.00,
201,105,105,32020010300,國家慶典,,,0219,其他業務租金,"1,227,240.00",
201,105,105,32020010401,國家發展研究及諮詢,,,0219,其他業務租金,"75,371.00",
201,105,105,32020010500,新聞發布,,,0219,其他業務租金,0.00,
201,105,105,32020010600,卸任禮遇,,,0219,其他業務租金,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0219,其他業務租金,0.00,
201,105,105,32020010100,一般行政,,,0221,稅捐及規費,"1,227,993.00",
201,105,105,32020010200,國務機要,,,0221,稅捐及規費,0.00,
201,105,105,32020010300,國家慶典,,,0221,稅捐及規費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0221,稅捐及規費,0.00,
201,105,105,32020010500,新聞發布,,,0221,稅捐及規費,0.00,
201,105,105,32020010600,卸任禮遇,,,0221,稅捐及規費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0221,稅捐及規費,0.00,
201,105,105,32020010100,一般行政,,,0231,保險費,"604,952.00",
201,105,105,32020010200,國務機要,,,0231,保險費,0.00,
201,105,105,32020010300,國家慶典,,,0231,保險費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0231,保險費,"110,889.00",
201,105,105,32020010500,新聞發布,,,0231,保險費,"14,315.00",
201,105,105,32020010600,卸任禮遇,,,0231,保險費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0231,保險費,0.00,
201,105,105,32020010100,一般行政,,,0241,兼職費,"118,194.00",
201,105,105,32020010200,國務機要,,,0241,兼職費,0.00,
201,105,105,32020010300,國家慶典,,,0241,兼職費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0241,兼職費,0.00,
201,105,105,32020010500,新聞發布,,,0241,兼職費,0.00,
201,105,105,32020010600,卸任禮遇,,,0241,兼職費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0241,兼職費,0.00,
201,105,105,32020010100,一般行政,,,0249,臨時人員酬金,"3,535,081.00",
201,105,105,32020010200,國務機要,,,0249,臨時人員酬金,0.00,
201,105,105,32020010300,國家慶典,,,0249,臨時人員酬金,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0249,臨時人員酬金,0.00,
201,105,105,32020010500,新聞發布,,,0249,臨時人員酬金,0.00,
201,105,105,32020010600,卸任禮遇,,,0249,臨時人員酬金,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0249,臨時人員酬金,0.00,
201,105,105,32020010100,一般行政,,,0250,按日按件計資酬金,"1,913,010.00",
201,105,105,32020010200,國務機要,,,0250,按日按件計資酬金,0.00,
201,105,105,32020010300,國家慶典,,,0250,按日按件計資酬金,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0250,按日按件計資酬金,"1,374,663.00",
201,105,105,32020010500,新聞發布,,,0250,按日按件計資酬金,"2,000.00",
201,105,105,32020010600,卸任禮遇,,,0250,按日按件計資酬金,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0250,按日按件計資酬金,0.00,
201,105,105,32020010100,一般行政,,,0251,委辦費,"603,000.00",
201,105,105,32020010200,國務機要,,,0251,委辦費,0.00,
201,105,105,32020010300,國家慶典,,,0251,委辦費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0251,委辦費,0.00,
201,105,105,32020010500,新聞發布,,,0251,委辦費,0.00,
201,105,105,32020010600,卸任禮遇,,,0251,委辦費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0251,委辦費,0.00,
201,105,105,32020010100,一般行政,,,0271,物品,"16,798,689.00",
201,105,105,32020010200,國務機要,,,0271,物品,0.00,
201,105,105,32020010300,國家慶典,,,0271,物品,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0271,物品,"419,911.00",
201,105,105,32020010500,新聞發布,,,0271,物品,"64,074.00",
201,105,105,32020010600,卸任禮遇,,,0271,物品,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0271,物品,0.00,
201,105,105,32020010100,一般行政,,,0279,一般事務費,"28,960,651.00",
201,105,105,32020010200,國務機要,,,0279,一般事務費,0.00,
201,105,105,32020010300,國家慶典,,,0279,一般事務費,"44,493,496.00",
201,105,105,32020010401,國家發展研究及諮詢,,,0279,一般事務費,"3,634,142.00",
201,105,105,32020010500,新聞發布,,,0279,一般事務費,"9,444,427.00",
201,105,105,32020010600,卸任禮遇,,,0279,一般事務費,"16,473,530.00",
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0279,一般事務費,"7,050,305.00",
201,105,105,32020010100,一般行政,,,0282,房屋建築養護費,"51,726,794.00",
201,105,105,32020010200,國務機要,,,0282,房屋建築養護費,0.00,
201,105,105,32020010300,國家慶典,,,0282,房屋建築養護費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0282,房屋建築養護費,0.00,
201,105,105,32020010500,新聞發布,,,0282,房屋建築養護費,0.00,
201,105,105,32020010600,卸任禮遇,,,0282,房屋建築養護費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0282,房屋建築養護費,0.00,
201,105,105,32020010100,一般行政,,,0283,車輛及辦公器具養護費,"2,633,978.00",
201,105,105,32020010200,國務機要,,,0283,車輛及辦公器具養護費,0.00,
201,105,105,32020010300,國家慶典,,,0283,車輛及辦公器具養護費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0283,車輛及辦公器具養護費,0.00,
201,105,105,32020010500,新聞發布,,,0283,車輛及辦公器具養護費,0.00,
201,105,105,32020010600,卸任禮遇,,,0283,車輛及辦公器具養護費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0283,車輛及辦公器具養護費,0.00,
201,105,105,32020010100,一般行政,,,0284,設施及機械設備養護費,"13,250,820.00",
201,105,105,32020010200,國務機要,,,0284,設施及機械設備養護費,0.00,
201,105,105,32020010300,國家慶典,,,0284,設施及機械設備養護費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0284,設施及機械設備養護費,0.00,
201,105,105,32020010500,新聞發布,,,0284,設施及機械設備養護費,0.00,
201,105,105,32020010600,卸任禮遇,,,0284,設施及機械設備養護費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0284,設施及機械設備養護費,0.00,
201,105,105,32020010100,一般行政,,,0291,國內旅費,"332,151.00",
201,105,105,32020010200,國務機要,,,0291,國內旅費,0.00,
201,105,105,32020010300,國家慶典,,,0291,國內旅費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0291,國內旅費,"221,788.00",
201,105,105,32020010500,新聞發布,,,0291,國內旅費,"207,713.00",
201,105,105,32020010600,卸任禮遇,,,0291,國內旅費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0291,國內旅費,0.00,
201,105,105,32020010100,一般行政,,,0293,國外旅費,"309,459.00",
201,105,105,32020010200,國務機要,,,0293,國外旅費,0.00,
201,105,105,32020010300,國家慶典,,,0293,國外旅費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0293,國外旅費,0.00,
201,105,105,32020010500,新聞發布,,,0293,國外旅費,0.00,
201,105,105,32020010600,卸任禮遇,,,0293,國外旅費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0293,國外旅費,0.00,
201,105,105,32020010100,一般行政,,,0295,短程車資,"193,380.00",
201,105,105,32020010200,國務機要,,,0295,短程車資,0.00,
201,105,105,32020010300,國家慶典,,,0295,短程車資,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0295,短程車資,0.00,
201,105,105,32020010500,新聞發布,,,0295,短程車資,0.00,
201,105,105,32020010600,卸任禮遇,,,0295,短程車資,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0295,短程車資,0.00,
201,105,105,32020010100,一般行政,,,0297,機要費,0.00,
201,105,105,32020010200,國務機要,,,0297,機要費,"29,785,831.00",
201,105,105,32020010300,國家慶典,,,0297,機要費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0297,機要費,0.00,
201,105,105,32020010500,新聞發布,,,0297,機要費,0.00,
201,105,105,32020010600,卸任禮遇,,,0297,機要費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0297,機要費,0.00,
201,105,105,32020010100,一般行政,,,0299,特別費,"2,825,329.00",
201,105,105,32020010200,國務機要,,,0299,特別費,0.00,
201,105,105,32020010300,國家慶典,,,0299,特別費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0299,特別費,0.00,
201,105,105,32020010500,新聞發布,,,0299,特別費,0.00,
201,105,105,32020010600,卸任禮遇,,,0299,特別費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0299,特別費,0.00,
201,105,105,32020010100,一般行政,,,03,設備及投資,"50,026,303.00",
201,105,105,32020010200,國務機要,,,03,設備及投資,0.00,
201,105,105,32020010300,國家慶典,,,03,設備及投資,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,03,設備及投資,0.00,
201,105,105,32020010500,新聞發布,,,03,設備及投資,0.00,
201,105,105,32020010600,卸任禮遇,,,03,設備及投資,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,03,設備及投資,0.00,
201,105,105,32020010100,一般行政,,,0304,機械設備費,"21,439,881.00",
201,105,105,32020010200,國務機要,,,0304,機械設備費,0.00,
201,105,105,32020010300,國家慶典,,,0304,機械設備費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0304,機械設備費,0.00,
201,105,105,32020010500,新聞發布,,,0304,機械設備費,0.00,
201,105,105,32020010600,卸任禮遇,,,0304,機械設備費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0304,機械設備費,0.00,
201,105,105,32020010100,一般行政,,,0306,資訊軟硬體設備費,"16,385,146.00",
201,105,105,32020010200,國務機要,,,0306,資訊軟硬體設備費,0.00,
201,105,105,32020010300,國家慶典,,,0306,資訊軟硬體設備費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0306,資訊軟硬體設備費,0.00,
201,105,105,32020010500,新聞發布,,,0306,資訊軟硬體設備費,0.00,
201,105,105,32020010600,卸任禮遇,,,0306,資訊軟硬體設備費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0306,資訊軟硬體設備費,0.00,
201,105,105,32020010100,一般行政,,,0319,雜項設備費,"12,201,276.00",
201,105,105,32020010200,國務機要,,,0319,雜項設備費,0.00,
201,105,105,32020010300,國家慶典,,,0319,雜項設備費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0319,雜項設備費,0.00,
201,105,105,32020010500,新聞發布,,,0319,雜項設備費,0.00,
201,105,105,32020010600,卸任禮遇,,,0319,雜項設備費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0319,雜項設備費,0.00,
201,105,105,32020010100,一般行政,,,04,獎補助費,"2,593,200.00",
201,105,105,32020010200,國務機要,,,04,獎補助費,0.00,
201,105,105,32020010300,國家慶典,,,04,獎補助費,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,04,獎補助費,0.00,
201,105,105,32020010500,新聞發布,,,04,獎補助費,0.00,
201,105,105,32020010600,卸任禮遇,,,04,獎補助費,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,04,獎補助費,0.00,
201,105,105,32020010100,一般行政,,,0437,對國內團體之捐助,"17,200.00",
201,105,105,32020010200,國務機要,,,0437,對國內團體之捐助,0.00,
201,105,105,32020010300,國家慶典,,,0437,對國內團體之捐助,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0437,對國內團體之捐助,0.00,
201,105,105,32020010500,新聞發布,,,0437,對國內團體之捐助,0.00,
201,105,105,32020010600,卸任禮遇,,,0437,對國內團體之捐助,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0437,對國內團體之捐助,0.00,
201,105,105,32020010100,一般行政,,,0475,獎勵及慰問,"2,576,000.00",
201,105,105,32020010200,國務機要,,,0475,獎勵及慰問,0.00,
201,105,105,32020010300,國家慶典,,,0475,獎勵及慰問,0.00,
201,105,105,32020010401,國家發展研究及諮詢,,,0475,獎勵及慰問,0.00,
201,105,105,32020010500,新聞發布,,,0475,獎勵及慰問,0.00,
201,105,105,32020010600,卸任禮遇,,,0475,獎勵及慰問,0.00,
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0475,獎勵及慰問,0.00,
201,105,105,32020010100,一般行政,,,,,"874,528,596.00",
201,105,105,32020010200,國務機要,,,,,"29,785,831.00",
201,105,105,32020010300,國家慶典,,,,,"46,075,322.00",
201,105,105,32020010401,國家發展研究及諮詢,,,,,"7,406,478.00",
201,105,105,32020010500,新聞發布,,,,,"9,732,529.00",
201,105,105,32020010600,卸任禮遇,,,,,"24,545,739.00",
201,105,105,32020010800,公報編印及印信勳章鑄造,,,,,"7,110,305.00",
201,105,105,32020010100,一般行政,,,02,業務費,,"42,522,954.00"
201,105,105,32020010200,國務機要,,,02,業務費,,0.00
201,105,105,32020010300,國家慶典,,,02,業務費,,0.00
201,105,105,32020010401,國家發展研究及諮詢,,,02,業務費,,0.00
201,105,105,32020010500,新聞發布,,,02,業務費,,0.00
201,105,105,32020010600,卸任禮遇,,,02,業務費,,"4,649,283.00"
201,105,105,32020010800,公報編印及印信勳章鑄造,,,02,業務費,,0.00
201,105,105,32020010100,一般行政,,,0271,物品,,"548,000.00"
201,105,105,32020010200,國務機要,,,0271,物品,,0.00
201,105,105,32020010300,國家慶典,,,0271,物品,,0.00
201,105,105,32020010401,國家發展研究及諮詢,,,0271,物品,,0.00
201,105,105,32020010500,新聞發布,,,0271,物品,,0.00
201,105,105,32020010600,卸任禮遇,,,0271,物品,,0.00
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0271,物品,,0.00
201,105,105,32020010100,一般行政,,,0279,一般事務費,,0.00
201,105,105,32020010200,國務機要,,,0279,一般事務費,,0.00
201,105,105,32020010300,國家慶典,,,0279,一般事務費,,0.00
201,105,105,32020010401,國家發展研究及諮詢,,,0279,一般事務費,,0.00
201,105,105,32020010500,新聞發布,,,0279,一般事務費,,0.00
201,105,105,32020010600,卸任禮遇,,,0279,一般事務費,,"4,649,283.00"
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0279,一般事務費,,0.00
201,105,105,32020010100,一般行政,,,0282,房屋建築養護費,,"7,696,569.00"
201,105,105,32020010200,國務機要,,,0282,房屋建築養護費,,0.00
201,105,105,32020010300,國家慶典,,,0282,房屋建築養護費,,0.00
201,105,105,32020010401,國家發展研究及諮詢,,,0282,房屋建築養護費,,0.00
201,105,105,32020010500,新聞發布,,,0282,房屋建築養護費,,0.00
201,105,105,32020010600,卸任禮遇,,,0282,房屋建築養護費,,0.00
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0282,房屋建築養護費,,0.00
201,105,105,32020010100,一般行政,,,0284,設施及機械設備養護費,,"34,278,385.00"
201,105,105,32020010200,國務機要,,,0284,設施及機械設備養護費,,0.00
201,105,105,32020010300,國家慶典,,,0284,設施及機械設備養護費,,0.00
201,105,105,32020010401,國家發展研究及諮詢,,,0284,設施及機械設備養護費,,0.00
201,105,105,32020010500,新聞發布,,,0284,設施及機械設備養護費,,0.00
201,105,105,32020010600,卸任禮遇,,,0284,設施及機械設備養護費,,0.00
201,105,105,32020010800,公報編印及印信勳章鑄造,,,0284,設施及機械設備養護費,,0.00
201,105,105,32020010100,一般行政,,,,,,"42,522,954.00"
201,105,105,32020010200,國務機要,,,,,,0.00
201,105,105,32020010300,國家慶典,,,,,,0.00
201,105,105,32020010401,國家發展研究及諮詢,,,,,,0.00
201,105,105,32020010500,新聞發布,,,,,,0.00
201,105,105,32020010600,卸任禮遇,,,,,,"4,649,283.00"
201,105,105,32020010800,公報編印及印信勳章鑄造,,,,,,0.00
201,110,110,31020010100,一般行政,,,10,人事費,603291284.00,
201,110,110,31020010200,國務機要,,,10,人事費,0.00,
201,110,110,31020010300,國家慶典,,,10,人事費,0.00,
201,110,110,31020010401,國家發展研究及諮詢,,,10,人事費,0.00,
201,110,110,31020010500,新聞發布,,,10,人事費,0.00,
201,110,110,31020010600,卸任禮遇,,,10,人事費,3182700.00,
201,110,110,31020010800,公報編印及印信勳章鑄造,,,10,人事費,0.00,
201,110,110,31020019011,交通及運輸設備,,,10,人事費,0.00,
201,110,110,31020010100,一般行政,,,1010,政務人員待遇,14959155.00,
201,110,110,31020010200,國務機要,,,1010,政務人員待遇,0.00,
201,110,110,31020010300,國家慶典,,,1010,政務人員待遇,0.00,
201,110,110,31020010401,國家發展研究及諮詢,,,1010,政務人員待遇,0.00,
201,110,110,31020010500,新聞發布,,,1010,政務人員待遇,0.00,
201,110,110,31020010600,卸任禮遇,,,1010,政務人員待遇,3182700.00,
201,110,110,31020010800,公報編印及印信勳章鑄造,,,1010,政務人員待遇,0.00,
201,110,110,31020019011,交通及運輸設備,,,1010,政務人員待遇,0.00,
201,110,110,31020010100,一般行政,,,1015,法定編制人員待遇,306984190.00,
201,110,110,31020010200,國務機要,,,1015,法定編制人員待遇,0.00,
201,110,110,31020010300,國家慶典,,,1015,法定編制人員待遇,0.00,
201,110,110,31020010401,國家發展研究及諮詢,,,1015,法定編制人員待遇,0.00,
201,110,110,31020010500,新聞發布,,,1015,法定編制人員待遇,0.00,
201,110,110,31020010600,卸任禮遇,,,1015,法定編制人員待遇,0.00,
201,110,110,31020010800,公報編印及印信勳章鑄造,,,1015,法定編制人員待遇,0.00,
201,110,110,31020019011,交通及運輸設備,,,1015,法定編制人員待遇,0.00,
201,110,110,31020010100,一般行政,,,1020,約聘僱人員待遇,18905910.00,
201,110,110,31020010200,國務機要,,,1020,約聘僱人員待遇,0.00,
201,110,110,31020010300,國家慶典,,,1020,約聘僱人員待遇,0.00,
201,110,110,31020010401,國家發展研究及諮詢,,,1020,約聘僱人員待遇,0.00,
201,110,110,31020010500,新聞發布,,,1020,約聘僱人員待遇,0.00,
201,110,110,31020010600,卸任禮遇,,,1020,約聘僱人員待遇,0.00,
201,110,110,31020010800,公報編印及印信勳章鑄造,,,1020,約聘僱人員待遇,0.00,
201,110,110,31020019011,交通及運輸設備,,,1020,約聘僱人員待遇,0.00,
201,110,110,31020010100,一般行政,,,1025,技工及工友待遇,43437942.00,
201,110,110,31020010200,國務機要,,,1025,技工及工友待遇,0.00,
201,110,110,31020010300,國家慶典,,,1025,技工及工友待遇,0.00,
201,110,110,31020010401,國家發展研究及諮詢,,,1025,技工及工友待遇,0.00,
201,110,110,31020010500,新聞發布,,,1025,技工及工友待遇,0.00,
201,110,110,31020010600,卸任禮遇,,,1025,技工及工友待遇,0.00,
201,110,110,31020010800,公報編印及印信勳章鑄造,,,1025,技工及工友待遇,0.00,
201,110,110,31020019011,交通及運輸設備,,,1025,技工及工友待遇,0.00,
201,110,110,31020010100,一般行政,,,1030,獎金,104306235.00,
201,110,110,31020010200,國務機要,,,1030,獎金,0.00,
